Local time in Monte Real (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.12.2018 21:00,"11,6","769,4","775,0",,95,Wind blowing from the south-southeast,2,,,70 – 80%.,Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","8,0","10,8",No precipitation,12,,,,
21.12.2018 18:00,"13,5","769,1","774,7","0,7",90,Wind blowing from the north,1,,,50%.,,,,,"17,0","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","11,9",No precipitation,3,,,,
21.12.2018 15:00,"16,8","768,4","773,9","-0,8",68,Wind blowing from the south,3,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","10,9",No precipitation,3,,,,
21.12.2018 12:00,"14,9","769,2","774,7","0,5",80,Wind blowing from the south-east,4,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",300-600,Altostratus translucidus.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","11,5",No precipitation,3,,,,
21.12.2018 09:00,"10,0","768,7","774,4",,94,Wind blowing from the south-southeast,4,,,70 – 80%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,1",No precipitation,3,,,,
21.12.2018 03:00,"9,9","767,8","773,4","0,1",96,Wind blowing from the south,3,,,70 – 80%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%.,2000-2500,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","9,3",No precipitation,3,,,,
21.12.2018 00:00,"9,4","767,7","773,4","0,4",94,Wind blowing from the south-southeast,2,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.","Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","8,5",No precipitation,3,,,,
20.12.2018 21:00,"10,2","767,3","772,9","0,4",98,Wind blowing from the south-southeast,2,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","9,9","0,1",12,,,,
20.12.2018 18:00,"12,5","766,9","772,5","0,9",88,Wind blowing from the south-west,2,,,"10% or less, but not 0",,,,,"16,5","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0",2000-2500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","10,6",2,12,,,,
20.12.2018 15:00,"16,0","766,0","771,5","-0,6",71,Wind blowing from the west-southwest,3,,6,50%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","10,8",No precipitation,3,,,,
20.12.2018 12:00,"14,8","766,6","772,2","0,6",86,Wind blowing from the west-southwest,3,5,5,"90 or more, but not 100%",State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","12,5",2,6,,,,
20.12.2018 09:00,"11,2","766,0","771,6","0,9",100,Wind blowing from the south-southeast,2,,,70 – 80%.,Clouds generally forming or developing.,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","11,2",2,3,,,,
20.12.2018 06:00,"10,8","765,1","770,7","0,5",100,Wind blowing from the south,2,,,"90 or more, but not 100%","Drizzle, not freezing, intermittent, slight at time of observation.",Rain.,Drizzle.,"9,7",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",200-300,,,"7,0","10,8","0,2",12,,,,
20.12.2018 03:00,"11,2","764,6","770,2","-0,2",99,Wind blowing from the south,2,,,"90 or more, but not 100%",Rain (not freezing) not falling as shower(s).,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"8,0","11,0",,,,,,
20.12.2018 00:00,"10,4","764,8","770,4","0,3",100,Wind blowing from the south-southeast,2,,,"90 or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",100-200,,,"7,0","10,4",Trace of precipitation,6,,,,
19.12.2018 21:00,"10,3","764,5","770,2","0,5",100,Wind blowing from the south,2,,,60%.,Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,100-200,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","2,0","10,3","0,1",12,,,,
19.12.2018 18:00,"12,1","764,0","769,6","0,4",97,Wind blowing from the north,1,,,70 – 80%.,State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"15,7","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","11,6","0,3",12,,,,
19.12.2018 15:00,"15,2","763,6","769,2","-0,9",73,Wind blowing from the west,4,,8,70 – 80%.,Clouds generally dissolving or becoming less developed.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","10,4","0,1",3,,,,
19.12.2018 12:00,"15,2","764,5","770,1","0,3",70,Wind blowing from the west,4,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","9,8","0,2",6,,,,
19.12.2018 09:00,"8,2","764,2","769,9","1,2",100,Wind blowing from the south-southeast,2,,,50%.,Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","7,0","8,2","0,2",3,,,,
19.12.2018 06:00,"7,1","763,0","768,7","0,5",100,Wind blowing from the south-east,2,,,20–30%.,Shower(s) of rain.,Shower(s).,Fog or ice fog or thick haze.,"6,4",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","3,0","7,1",2,12,,,,
19.12.2018 03:00,"7,0","762,5","768,2","0,0",100,Wind blowing from the south,2,,,50%.,Shower(s) of rain.,Shower(s).,Fog or ice fog or thick haze.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","3,0","7,0",,,,,,
19.12.2018 00:00,"7,8","762,5","768,2","0,7",100,Wind blowing from the south,2,,,60%.,Fog or ice fog.,Shower(s).,Fog or ice fog or thick haze.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","2,0","7,8","0,9",6,,,,
18.12.2018 21:00,"9,1","761,8","767,5","1,1",100,Wind blowing from the south-east,2,,,70 – 80%.,"Fog or ice fog, sky visible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",70 – 80%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","0,9","9,1",7,12,,,,
18.12.2018 18:00,"11,4","760,7","766,3","1,3",99,Wind blowing from the south-southwest,1,,,60%.,Mist.,Shower(s).,Rain.,,"13,1","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","7,0","11,2",7,12,,,,
18.12.2018 15:00,"12,3","759,4","764,9","0,6",98,Wind blowing from the north-northwest,2,,10,100%.,"Drizzle and rain, slight.",Rain.,Drizzle.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,100-200,,,"4,0","12,0",4,3,,,,
18.12.2018 12:00,"12,9","758,8","764,4","-1,2",79,Wind blowing from the south-southeast,8,12,12,100%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","9,4",No precipitation,3,,,,
18.12.2018 09:00,"10,2","760,0","765,6","0,4",76,Wind blowing from the south-east,6,,,100%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","6,2",No precipitation,3,,,,
18.12.2018 06:00,"10,6","759,6","765,2","-1,1",75,Wind blowing from the south-east,7,,,"90 or more, but not 100%",,,,"9,2",,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","6,4",No precipitation,3,,,,
18.12.2018 03:00,"10,2","760,7","766,3","-2,1",74,Wind blowing from the south-east,8,,,"90 or more, but not 100%",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","5,8",No precipitation,3,,,,
18.12.2018 00:00,"9,3","762,8","768,4","-1,5",78,Wind blowing from the south-east,6,,,"90 or more, but not 100%",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","5,7",No precipitation,3,,,,
17.12.2018 21:00,"10,2","764,3","769,9","-0,3",78,Wind blowing from the south-southeast,5,,,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","6,4",No precipitation,12,,,,
17.12.2018 18:00,"11,2","764,6","770,2","0,3",77,Wind blowing from the south-southeast,2,,,"90 or more, but not 100%",,,,,"14,6","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","7,3",No precipitation,3,,,,
17.12.2018 15:00,"14,4","764,3","769,9","-1,9",63,Wind blowing from the south-southeast,5,,,"90 or more, but not 100%",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","7,3",No precipitation,3,,,,
17.12.2018 12:00,"12,0","766,2","771,8","-0,5",82,Wind blowing from the south-east,4,,,"90 or more, but not 100%",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","9,0",No precipitation,3,,,,
17.12.2018 09:00,"7,7","766,7","772,4","0,1",94,Wind blowing from the south-southeast,4,,,50%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","6,8",No precipitation,3,,,,
17.12.2018 06:00,"6,3","766,6","772,3","-0,2",97,Wind blowing from the south-southeast,2,,,no clouds,,,,"6,2",,,,,,,"10,0","5,9",No precipitation,3,,,,
17.12.2018 03:00,"6,5","766,8","772,5","0,1",98,Wind blowing from the south-southeast,2,,,"10% or less, but not 0",,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10% or less, but not 0",200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","6,2",No precipitation,3,,,,
17.12.2018 00:00,"7,5","766,7","772,4","0,4",98,Wind blowing from the south-southeast,2,,,20–30%.,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20–30%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","8,0","7,2",No precipitation,3,,,,
16.12.2018 21:00,"9,6","766,3","771,9","1,2",94,Wind blowing from the south-southeast,2,,,50%.,Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","8,0","8,7",Trace of precipitation,12,,,,
16.12.2018 18:00,"12,7","765,1","770,8","1,5",81,Wind blowing from the north,1,,,"10% or less, but not 0",State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,"16,4","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,4",Trace of precipitation,12,,,,
