Local time in Montijo (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
22.12.2018 06:00,"8,1","772,0","773,3","-0,6",100,Wind blowing from the north-east,3,,,70 – 80%.,Mist.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,"8,1",,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10% or less, but not 0",50-100,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","8,1",No precipitation,3,,,,
22.12.2018 03:00,"9,0","772,6","773,8","-0,3",100,Wind blowing from the north-northeast,3,,,40%.,Fog or ice fog.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10% or less, but not 0",50-100,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","7,0","9,0",,,,,,
22.12.2018 00:00,"9,5","772,9","774,3","-0,2",100,Wind blowing from the east-northeast,2,,,no clouds,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"10,0","9,5",No precipitation,3,,,,
21.12.2018 21:00,"9,3","773,1","774,4",,100,Wind blowing from the north-east,2,,,no clouds,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"12,0","9,3",No precipitation,12,,,,
21.12.2018 18:00,"11,5","772,7","774,1","0,5",100,Wind blowing from the north-east,2,,,"10% or less, but not 0",Mist.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,"15,6","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","12,0","11,5",No precipitation,3,,,,
21.12.2018 15:00,"14,9","772,2","773,5","-1,2",91,Wind blowing from the north,2,,,"10% or less, but not 0",Fog or ice fog.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","13,5",,,,,,
21.12.2018 12:00,"11,7","773,4","774,7","0,2",100,Wind blowing from the north-northeast,2,,,"90 or more, but not 100%","Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour.",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90 or more, but not 100%",50-100,,,"0,5","11,7",No precipitation,3,,,,
21.12.2018 09:00,"9,9","773,2","774,6",,100,Wind blowing from the north-east,2,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,"0,2","9,9",No precipitation,3,,,,
21.12.2018 03:00,"8,6","771,7","773,1","0,0",100,Wind blowing from the east,1,,,40%.,Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10% or less, but not 0",200-300,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","8,6",No precipitation,3,,,,
21.12.2018 00:00,"11,8","771,7","773,0","0,3",100,Wind blowing from the south-southeast,2,,,60%.,Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%.,2000-2500,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","11,8",No precipitation,3,,,,
20.12.2018 21:00,"9,9","771,4","772,6","0,8",100,Wind blowing from the south,2,,,20–30%.,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","9,9",No precipitation,12,,,,
20.12.2018 18:00,"13,8","770,6","771,9","0,7",96,Wind blowing from the west-southwest,3,,,40%.,,,,,"17,9",Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,2",No precipitation,3,,,,
20.12.2018 15:00,"16,9","769,9","771,1","-0,9",73,Wind blowing from the west,3,,,50%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,9",No precipitation,3,,,,
20.12.2018 12:00,"16,7","770,8","772,0","0,6",71,Wind blowing from the south-west,2,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,3",No precipitation,3,,,,
20.12.2018 09:00,"12,0","770,2","771,4","1,2",100,Wind blowing from the north,1,,,70 – 80%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","12,0","12,0",No precipitation,3,,,,
20.12.2018 06:00,"10,4","769,0","770,4","0,3",100,Wind blowing from the south-east,1,,,70 – 80%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"9,6",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"12,0","10,4",No precipitation,3,,,,
20.12.2018 03:00,"11,3","768,7","770,0","-0,3",100,Wind blowing from the south,2,,,70 – 80%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","12,0","11,3",No precipitation,3,,,,
20.12.2018 00:00,"11,1","769,0","770,3","0,3",100,Wind blowing from the south-east,2,,,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","12,0","11,1",No precipitation,3,,,,
19.12.2018 21:00,"11,4","768,7","762,5","0,4",100,Wind blowing from the south-west,2,,,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","12,0","11,4",No precipitation,12,,,,
19.12.2018 18:00,"13,4","768,3","769,6","0,3",92,Wind blowing from the west-southwest,2,,,60%.,,,,,"16,7","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","12,1","0,3",12,,,,
19.12.2018 15:00,"15,5","768,0","769,3","-1,0",74,Wind blowing from the west,4,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","10,9",No precipitation,3,,,,
19.12.2018 12:00,"14,6","769,0","770,3","0,3",87,Wind blowing from the north,1,,,"90 or more, but not 100%",Mist.,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","12,0","12,5","0,3",6,,,,
19.12.2018 09:00,"10,1","768,7","769,9","1,5",100,Wind blowing from the south-east,2,,,70 – 80%.,Mist.,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","8,0","10,1","0,3",3,,,,
19.12.2018 06:00,"5,2","767,2","768,5","0,3",100,Wind blowing from the north,1,,,no clouds,Mist.,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,"5,2",,,,,,,"2,0","5,2",No precipitation,3,,,,
19.12.2018 03:00,"6,0","766,9","768,2","0,1",100,Wind blowing from the east-southeast,1,,,"10% or less, but not 0",Fog or ice fog.,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1,5","6,0",,,,,,
19.12.2018 00:00,"6,7","766,8","768,1","0,7",100,Wind blowing from the south-east,1,,,no clouds,"Fog or ice fog, sky visible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,"0,8","6,7",No precipitation,3,,,,
18.12.2018 21:00,"8,6","766,1","767,4","1,4",100,Wind blowing from the north,1,,,"10% or less, but not 0",Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","8,0","8,6",6,12,,,,
18.12.2018 18:00,"12,5","764,7","766,0","2,0",100,Wind blowing from the north,1,,13,"90 or more, but not 100%",State of sky on the whole unchanged.,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"16,5",Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"20,0","12,5",6,12,,,,
18.12.2018 15:00,"15,6","762,7","764,0","-1,7",100,Wind blowing from the south-southwest,9,,13,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"4,0","15,6",3,3,,,,
18.12.2018 12:00,"15,5","764,4","765,7","-0,4",88,Wind blowing from the south,8,,,100%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,600-1000,,,"20,0","13,5",No precipitation,3,,,,
18.12.2018 09:00,"13,9","764,8","766,1","-0,1",81,Wind blowing from the south,5,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",1000-1500,,,"20,0","10,7",No precipitation,3,,,,
18.12.2018 06:00,"10,8","764,9","766,2","-1,3",77,Wind blowing from the south-east,2,,,"90 or more, but not 100%",,,,"7,3",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",1000-1500,,,"20,0","6,8",No precipitation,3,,,,
18.12.2018 03:00,"9,8","766,2","767,5","-1,2",90,Wind blowing from the east-northeast,2,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","8,3",No precipitation,3,,,,
18.12.2018 00:00,"8,8","767,4","768,7","-1,0",98,Wind blowing from the east-northeast,2,,,"90 or more, but not 100%",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","8,5",No precipitation,3,,,,
17.12.2018 21:00,"9,5","768,4","769,8","0,1",95,Wind blowing from the east-southeast,2,,,"90 or more, but not 100%",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","8,8",No precipitation,12,,,,
