Local time in Ovar (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
22.12.2018 18:00,"13,0","770,6","772,1","0,1",94,Wind blowing from the north,1,,,70 – 80%.,"More or less continuous shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea.",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"17,0","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","12,0",No precipitation,3,,,,
22.12.2018 15:00,"16,0","770,5","772,0","-1,5",84,Wind blowing from the north-northwest,2,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","10,0","13,3",No precipitation,3,,,,
22.12.2018 12:00,"16,4","772,0","773,5","0,1",75,Wind blowing from the north,1,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","10,0","11,9",No precipitation,3,,,,
22.12.2018 09:00,"9,6","771,9","773,5","0,4",97,Wind blowing from the south,2,,,60%.,"More or less continuous shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea.",Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,1500-2000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","9,2",No precipitation,3,,,,
22.12.2018 06:00,"10,8","771,5","773,1","-0,2",97,Wind blowing from the north,1,,,60%.,State of sky on the whole unchanged.,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"10,6",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","10,4",1,12,,,,
22.12.2018 03:00,"11,8","771,7","773,3","-0,7",96,Wind blowing from the north,1,,,60%.,Mist.,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","8,0","11,1","0,3",3,,,,
22.12.2018 00:00,"13,2","772,4","774,0","0,1",94,Wind blowing from the south,4,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation.",Drizzle.,Drizzle.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,100-200,,,"4,0","12,2",1,6,,,,
21.12.2018 21:00,"13,2","772,3","773,9",,96,Wind blowing from the south-southeast,3,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation.",Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,100-200,,,"2,0","12,5",3,12,,,,
21.12.2018 18:00,"13,4","772,0","773,5","0,6",98,Wind blowing from the south-southeast,4,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation.",Drizzle.,Drizzle.,,"13,6","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,100-200,,,"2,0","13,1",3,12,,,,
21.12.2018 15:00,"13,4","771,4","772,9","-0,4",96,Wind blowing from the south,5,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation.",Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,50-100,,,"3,0","12,7","0,4",3,,,,
21.12.2018 12:00,"13,0","771,8","773,4","0,6",94,Wind blowing from the south,5,,8,100%.,"Drizzle, not freezing, continuous, slight at time of observation.",Rain.,Drizzle.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,100-200,,,"3,0","12,0",1,6,,,,
21.12.2018 09:00,"12,6","771,2","772,8",,93,Wind blowing from the south-southeast,5,,,100%.,"Drizzle, not freezing, intermittent, slight at time of observation.",Rain.,Drizzle.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,200-300,,,"4,0","11,5","0,2",3,,,,
21.12.2018 03:00,"13,4","770,2","771,8","-0,1",81,Wind blowing from the south,5,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","10,2",No precipitation,3,,,,
21.12.2018 00:00,"13,0","770,3","771,9","0,5",87,Wind blowing from the south-southeast,5,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","10,9",No precipitation,3,,,,
20.12.2018 21:00,"12,8","769,8","771,4","0,2",91,Wind blowing from the south,3,,,"90 or more, but not 100%",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90 or more, but not 100%",600-1000,,,"10,0","11,4",1,12,,,,
20.12.2018 18:00,"13,0","769,6","771,1","0,9",94,Wind blowing from the south,3,,,40%.,,,,,"15,8","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","12,0",2,12,,,,
20.12.2018 15:00,"15,0","768,7","770,3","-1,2",86,Wind blowing from the south-southwest,3,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","12,6",No precipitation,3,,,,
20.12.2018 12:00,"14,6","769,9","771,4","1,5",92,Wind blowing from the south,4,,,70 – 80%.,Clouds generally dissolving or becoming less developed.,Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","13,3",2,6,,,,
20.12.2018 09:00,"12,0","768,4","770,0","0,7",96,Wind blowing from the south,3,,,"90 or more, but not 100%","Rain shower(s), slight.",Shower(s).,Rain.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,100-200,Altocumulus translucidus at a single level.,,"2,0","11,3","0,8",3,,,,
20.12.2018 06:00,"12,0","767,7","769,2","0,5",96,Wind blowing from the south,2,,,100%.,"Rain, not freezing, intermittent, slight at time of observation.",Shower(s).,Rain.,"11,0",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,100-200,,,"7,0","11,3",8,12,,,,
20.12.2018 03:00,"11,6","767,2","768,7","-0,1",97,Wind blowing from the south,2,,,100%.,Shower(s) of rain.,Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,200-300,,,"10,0","11,2","0,5",3,,,,
20.12.2018 00:00,"11,4","767,3","768,8","0,4",96,Wind blowing from the south,3,,,100%.,Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,200-300,,,"10,0","10,7",2,6,,,,
19.12.2018 21:00,"12,0","766,9","768,5","0,4",96,Wind blowing from the south,2,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","11,3",1,12,,,,
19.12.2018 18:00,"12,0","766,5","768,0","0,2",96,Wind blowing from the south-southwest,2,,,"90 or more, but not 100%",Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"14,8","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","10,0","11,3",1,12,,,,
19.12.2018 15:00,"14,2","766,3","767,8","-0,6",83,Wind blowing from the south-southwest,3,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","10,0","11,4",Trace of precipitation,3,,,,
19.12.2018 12:00,"13,6","766,9","768,5","0,5",85,Wind blowing from the west,2,,,"90 or more, but not 100%",Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","11,1",1,6,,,,
19.12.2018 09:00,"11,6","766,4","768,0","1,3",86,Wind blowing from the west,3,,,70 – 80%.,Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","9,4","0,5",3,,,,
19.12.2018 06:00,"9,8","765,1","766,7","0,4",95,Wind blowing from the south,3,,,60%.,,,,"9,4",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,1",No precipitation,3,,,,
19.12.2018 03:00,"10,2","764,7","766,3","-0,1",95,Wind blowing from the south-southeast,3,,,70 – 80%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,5",No precipitation,3,,,,
19.12.2018 00:00,"10,0","764,8","766,3","0,5",95,Wind blowing from the south,3,,,50%.,Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","9,0","9,3",No precipitation,3,,,,
18.12.2018 21:00,"11,0","764,3","765,8","1,2",95,Wind blowing from the south,3,,,60%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","6,0","10,3",18,12,,,,
18.12.2018 18:00,"11,0","763,1","764,7","1,3",93,Wind blowing from the south,2,,,50%.,Shower(s) of rain.,Shower(s).,Rain.,,"14,0","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,9",18,12,,,,
18.12.2018 15:00,"13,2","761,8","763,3","0,3",91,Wind blowing from the south-southwest,3,,18,70 – 80%.,Rain (not freezing) not falling as shower(s).,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,200-300,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","11,8",14,3,,,,
18.12.2018 12:00,"12,8","761,5","763,0","0,6",85,Wind blowing from the south,13,,,100%.,"Rain, not freezing, intermittent, heavy at time of observation.",Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"2,0","10,3",1,6,,,,
18.12.2018 09:00,"13,8","760,9","762,4","-0,6",62,Wind blowing from the south,12,,,100%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"10,0","6,5",No precipitation,3,,,,
18.12.2018 06:00,"12,8","761,5","763,0","-1,5",61,Wind blowing from the south,9,,,100%.,,,,"9,0",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,Altostratus opacus or Nimbostratus.,,"10,0","5,3",No precipitation,3,,,,
18.12.2018 03:00,"12,6","763,0","764,5","-2,1",54,Wind blowing from the south,7,,,100%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,Altostratus opacus or Nimbostratus.,,"10,0","3,5",No precipitation,3,,,,
18.12.2018 00:00,"12,2","765,1","766,7","-1,7",52,Wind blowing from the south-southeast,7,,,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0",2000-2500,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","2,5",No precipitation,3,,,,
17.12.2018 21:00,"9,0","766,8","768,4","-0,1",83,Wind blowing from the south,2,,,70 – 80%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altostratus opacus or Nimbostratus.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","6,2",No precipitation,12,,,,
