Local time in Coimbra / Cernache,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.12.2018 00:00,"8,4","754,9","770,6","-0,4",80,Wind blowing from the north,3,,7,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
24.12.2018 23:00,"8,9","755,2","771,0","0,2",79,Wind blowing from the north,3,5,5,,,,,,,,,,,,,"5,5",No precipitation,1,,,,
24.12.2018 22:00,"9,6","755,2","770,9","0,1",75,Wind blowing from the east-northeast,3,,6,,,,,,,,,,,,,"5,4",No precipitation,1,,,,
24.12.2018 21:00,"10,9","755,3","770,9","0,1",67,Wind blowing from the north,2,,6,,,,,,,,,,,,,"5,0",No precipitation,12,,,,
24.12.2018 20:00,"11,0","755,0","770,6","-0,1",72,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"6,1",No precipitation,1,,,,
24.12.2018 19:00,"11,7","755,1","770,6","0,3",72,Wind blowing from the east,2,,,,,,,,,,,,,,,"6,8",No precipitation,1,,,,
24.12.2018 18:00,"12,0","755,2","770,7","0,3",73,Wind blowing from the east-northeast,2,,,,,,,,"13,4",,,,,,,"7,2",No precipitation,1,,,,
24.12.2018 17:00,"12,8","755,1","770,6","0,0",69,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"7,2",No precipitation,1,,,,
24.12.2018 16:00,"12,9","754,8","770,2","-0,7",69,Wind blowing from the east-northeast,2,,5,,,,,,,,,,,,,"7,2",No precipitation,1,,,,
24.12.2018 15:00,"13,1","754,9","770,3",,66,Wind blowing from the north,3,,5,,,,,,,,,,,,,"6,9",No precipitation,1,,,,
24.12.2018 14:00,"12,9","755,1","770,5",,65,Wind blowing from the north,2,,6,,,,,,,,,,,,,"6,4",No precipitation,1,,,,
24.12.2018 13:00,"12,1","755,5","771,1","-1,4",67,Wind blowing from the north,2,,5,,,,,,,,,,,,,"6,1",No precipitation,1,,,,
24.12.2018 12:00,"11,2","756,2","771,8","-0,2",70,Wind blowing from the north,1,,,,,,,,,,,,,,,"5,8",No precipitation,1,,,,
24.12.2018 11:00,"10,9","756,7","772,3","0,2",67,Wind blowing from the north,2,,6,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
24.12.2018 10:00,"10,2","756,9","772,5","0,5",67,Wind blowing from the east,2,,6,,,,,,,,,,,,,"4,2",No precipitation,1,,,,
24.12.2018 09:00,"8,5","756,4","772,1","0,2",76,Wind blowing from the east,3,,6,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
24.12.2018 08:00,"7,9","756,5","772,3","0,5",80,Wind blowing from the north,2,,,,,,,,,,,,,,,"4,6",No precipitation,1,,,,
24.12.2018 07:00,"7,6","756,4","772,2","0,3",80,Wind blowing from the east,1,,,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
24.12.2018 06:00,"7,5","756,2","772,0","-0,1",85,Wind blowing from the east,1,,,,,,,"7,3",,,,,,,,"5,1",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"5,0",,
24.12.2018 05:00,"8,5","756,0","771,7","0,0",76,Wind blowing from the east,1,,,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
24.12.2018 04:00,"8,8","756,1","771,8","-0,2",78,Wind blowing from the east,1,,,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
24.12.2018 03:00,"10,2","756,3","772,0","-0,7",73,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"5,5",No precipitation,1,,,,
24.12.2018 02:00,"9,4","756,0","771,7","-0,9",82,Wind blowing from the east-northeast,3,,5,,,,,,,,,,,,,"6,4",No precipitation,1,,,,
24.12.2018 01:00,"10,6","756,3","772,0","-0,5",73,Wind blowing from the east,2,,,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
24.12.2018 00:00,"10,0","757,0","772,6","0,4",76,Wind blowing from the east-southeast,1,,5,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
23.12.2018 23:00,"10,3","756,9","772,6","0,6",70,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"5,1",No precipitation,1,,,,
23.12.2018 22:00,"11,0","756,8","772,4","0,4",68,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"5,3",No precipitation,1,,,,
23.12.2018 21:00,"11,0","756,6","772,2","0,3",70,Wind blowing from the east-northeast,1,,5,,,,,,,,,,,,,"5,7",No precipitation,12,,,,
23.12.2018 20:00,"11,1","756,3","771,9","0,2",72,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
23.12.2018 19:00,"11,8","756,4","772,0","0,4",71,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
23.12.2018 18:00,"12,1","756,3","771,8","0,5",77,Wind blowing from the south-southeast,2,,,,,,,,"17,3",,,,,,,"8,1",No precipitation,1,,,,
23.12.2018 17:00,"13,1","756,1","771,5","0,3",70,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"7,7",No precipitation,1,,,,
23.12.2018 16:00,"14,5","756,0","771,4","0,3",64,Wind blowing from the south,2,,5,,,,,,,,,,,,,"7,6",No precipitation,1,,,,
23.12.2018 15:00,"15,8","755,8","771,1","-0,5",55,Wind blowing from the south,3,,7,,,,,,,,,,,,,"6,7",No precipitation,1,,,,
23.12.2018 14:00,"16,4","755,8","771,1","-1,3",56,Wind blowing from the south,3,6,8,,,,,,,,,,,,,"7,6",No precipitation,1,,,,
23.12.2018 13:00,"16,7","755,7","771,0","-1,3",49,Wind blowing from the south-southeast,4,6,6,,,,,,,,,,,,,"5,8",No precipitation,1,,,,
23.12.2018 12:00,"14,5","756,3","771,7","-0,2",69,Wind blowing from the east-northeast,2,,5,,,,,,,,,,,,,"8,9",No precipitation,1,,,,
23.12.2018 11:00,"14,2","757,1","772,6","1,2",69,Wind blowing from the north,1,,,,,,,,,,,,,,,"8,5",No precipitation,1,,,,
23.12.2018 10:00,"12,5","757,0","772,5","1,3",77,Wind blowing from the south-east,2,,5,,,,,,,,,,,,,"8,6",No precipitation,1,,,,
23.12.2018 09:00,"10,8","756,5","772,1","0,6",100,"Calm, no wind",0,,,,,,,,,,,,,,,"10,8",No precipitation,1,,,,
23.12.2018 08:00,"8,7","755,9","771,7","-0,1",100,Wind blowing from the north,1,,,,,,,,,,,,,,,"8,7",No precipitation,1,,,,
23.12.2018 07:00,"8,9","755,7","771,4","-0,7",100,Wind blowing from the north,1,,,,,,,,,,,,,,,"8,9",No precipitation,1,,,,
23.12.2018 06:00,"9,7","755,9","771,6","-0,5",100,Wind blowing from the north,1,,,,,,,"9,2",,,,,,,,"9,7",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"7,0",,
23.12.2018 05:00,"9,7","756,0","771,7","-0,4",100,Wind blowing from the north,1,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
23.12.2018 04:00,"9,9","756,4","772,0","-0,1",100,Wind blowing from the east,1,,,,,,,,,,,,,,,"9,9",No precipitation,1,,,,
23.12.2018 03:00,"10,5","756,4","772,1","-0,3",100,Wind blowing from the north,2,,5,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
23.12.2018 02:00,"10,1","756,4","772,0","-0,6",,Wind blowing from the east,1,,,,,,,,,,,,,,,,No precipitation,1,,,,
23.12.2018 01:00,"10,6","756,5","772,2","-0,6",3,Wind blowing from the north,2,,,,,,,,,,,,,,,"-33,0",No precipitation,1,,,,
23.12.2018 00:00,"11,3","756,7","772,3","-0,4",,Wind blowing from the south-east,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
22.12.2018 23:00,"11,2","757,0","772,6","-0,2",,Wind blowing from the north,1,,,,,,,,,,,,,,,,No precipitation,1,,,,
22.12.2018 22:00,"12,1","757,1","772,6","-0,1",,Wind blowing from the south-east,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
22.12.2018 21:00,"11,5","757,1","772,7","-0,2",,Wind blowing from the north,2,,,,,,,,,,,,,,,,No precipitation,12,,,,
22.12.2018 20:00,"11,5","757,2","772,8","0,1",100,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"11,5",No precipitation,1,,,,
22.12.2018 19:00,"12,3","757,2","772,8","0,2",100,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
22.12.2018 18:00,"13,5","757,3","772,8","0,3",99,Wind blowing from the south-southeast,3,,,,,,,,"17,6",,,,,,,"13,3",No precipitation,1,,,,
22.12.2018 17:00,"15,0","757,1","772,5","-0,2",92,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
22.12.2018 16:00,"16,7","757,0","772,3","-0,6",73,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
22.12.2018 15:00,"17,3","757,0","772,3","-1,3",70,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
22.12.2018 14:00,"16,9","757,3","772,6","-1,6",71,Wind blowing from the north,2,,,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
22.12.2018 13:00,"16,2","757,6","773,0","-1,2",71,Wind blowing from the north,2,,,,,,,,,,,,,,,"10,8",No precipitation,1,,,,
22.12.2018 12:00,"15,5","758,3","773,8","-0,4",75,Wind blowing from the north,2,,,,,,,,,,,,,,,"11,0",No precipitation,1,,,,
22.12.2018 11:00,"14,2","758,9","774,4","0,5",87,Wind blowing from the north,2,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
22.12.2018 10:00,"13,1","758,8","774,4","0,6",100,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
22.12.2018 09:00,"11,7","758,7","774,3","0,5",3,"Calm, no wind",0,,,,,,,,,,,,,,,"-32,2",No precipitation,1,,,,
22.12.2018 08:00,"10,5","758,4","774,1","0,3",3,Wind blowing from the north,1,,,,,,,,,,,,,,,"-33,1",No precipitation,1,,,,
22.12.2018 07:00,"10,7","758,2","773,9","-0,3",,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,,No precipitation,1,,,,
22.12.2018 06:00,"10,6","758,2","773,8","-0,4",,Wind blowing from the east-southeast,1,,,,,,,"10,6",,,,,,,,,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"7,0",,
22.12.2018 05:00,"10,8","758,1","773,8","-0,7",100,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"10,8",No precipitation,1,,,,
22.12.2018 04:00,"12,1","758,5","774,1","-0,3",100,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
22.12.2018 03:00,"11,5","758,6","774,3","-0,5",100,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"11,5",No precipitation,1,,,,
22.12.2018 02:00,"11,8","758,8","774,4","-0,5",100,Wind blowing from the south,2,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
22.12.2018 01:00,"12,2","758,8","774,4","-0,5",99,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
22.12.2018 00:00,"12,3","759,1","774,7","0,0",98,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"12,0",,,,,,
21.12.2018 23:00,"12,4","759,3","774,9",,95,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
21.12.2018 22:00,"12,4","759,3","774,9",,91,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"10,9",No precipitation,1,,,,
21.12.2018 21:00,"11,9","759,1","774,7",,97,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"11,4",No precipitation,12,,,,
21.12.2018 20:00,"12,3","759,1","774,7",,100,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
21.12.2018 19:00,"13,1","759,1","774,7",,90,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
21.12.2018 18:00,"13,8","758,9","774,4","0,6",76,Wind blowing from the south,2,,,,,,,,"15,1",,,,,,,"9,7",No precipitation,1,,,,
21.12.2018 17:00,"14,3","758,8","774,2","0,6",74,Wind blowing from the south,1,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
21.12.2018 16:00,"15,0","758,5","774,0","0,1",78,Wind blowing from the south,2,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
21.12.2018 15:00,"14,9","758,3","773,8","-0,7",81,Wind blowing from the south,3,,5,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
21.12.2018 14:00,"14,5","758,2","773,7","-1,0",82,Wind blowing from the south,4,,8,,,,,,,,,,,,,"11,5",No precipitation,1,,,,
21.12.2018 13:00,"14,3","758,4","773,9",,88,Wind blowing from the south,4,7,8,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
21.12.2018 12:00,"13,1","759,0","774,5","0,5",100,Wind blowing from the south,4,7,8,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
21.12.2018 11:00,"12,3","759,2","774,8","1,0",100,Wind blowing from the south,6,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
21.12.2018 10:00,"11,5","758,8","774,5","1,0",,Wind blowing from the south,5,8,,,,,,,,,,,,,,,No precipitation,1,,,,
21.12.2018 09:00,"11,1","758,5","774,1","1,2",,Wind blowing from the south,5,,8,,,,,,,,,,,,,,No precipitation,1,,,,
21.12.2018 08:00,"11,0","758,2","773,8","1,0",,Wind blowing from the south,4,,6,,,,,,,,,,,,,,No precipitation,1,,,,
21.12.2018 07:00,"10,9","757,8","773,5","0,5",3,Wind blowing from the south-southeast,3,5,6,,,,,,,,,,,,,"-32,8",No precipitation,1,,,,
21.12.2018 06:00,"10,9","757,3","772,9","-0,1",3,Wind blowing from the south,3,,,,,,,"10,2",,,,,,,,"-32,8",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"8,0",,
21.12.2018 05:00,"11,1","757,2","772,8","-0,1",,Wind blowing from the south-southeast,3,5,5,,,,,,,,,,,,,,No precipitation,1,,,,
21.12.2018 04:00,"11,4","757,3","772,9","0,0",,Wind blowing from the south,4,,6,,,,,,,,,,,,,,No precipitation,1,,,,
21.12.2018 03:00,"11,0","757,4","773,0","0,1",,Wind blowing from the south,3,,5,,,,,,,,,,,,,,No precipitation,1,,,,
21.12.2018 02:00,"10,6","757,3","773,0","0,0",,Wind blowing from the south,3,,5,,,,,,,,,,,,,,No precipitation,1,,,,
21.12.2018 01:00,"10,7","757,3","772,9","0,0",,Wind blowing from the south-southeast,3,,5,,,,,,,,,,,,,,No precipitation,1,,,,
21.12.2018 00:00,"10,6","757,3","772,9","0,3",,Wind blowing from the south-southeast,3,,5,,,,,,,,,,,,,,No precipitation,1,,,,
20.12.2018 23:00,"10,4","757,3","773,0","0,5",,Wind blowing from the south-southeast,3,,5,,,,,,,,,,,,,,No precipitation,1,,,,
20.12.2018 22:00,"10,6","757,3","772,9","0,7",,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,,No precipitation,1,,,,
20.12.2018 21:00,"10,7","757,0","772,7","0,5",,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,,"0,1",12,,,,
20.12.2018 20:00,"11,0","756,8","772,4","0,5",,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
20.12.2018 19:00,"11,6","756,6","772,2","0,5",100,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
20.12.2018 18:00,"12,1","756,5","772,1","0,8",100,Wind blowing from the north,1,,,,,,,,"15,3",,,,,,,"12,1",1,12,,,,
20.12.2018 17:00,"13,0","756,3","771,7","0,6",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
20.12.2018 16:00,"14,4","756,1","771,4","0,3",85,Wind blowing from the west,2,,5,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
20.12.2018 15:00,"14,7","755,7","771,1","-0,4",100,Wind blowing from the west,1,,,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
20.12.2018 14:00,"13,5","755,7","771,1","-0,8",100,Wind blowing from the south-west,1,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
20.12.2018 13:00,"13,9","755,8","771,3","-0,3",100,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
20.12.2018 12:00,"14,9","756,1","771,6","0,6",3,Wind blowing from the north,2,,,,,,,,,,,,,,,"-30,0",1,6,,,,
20.12.2018 11:00,"12,6","756,5","772,0","1,5",,Wind blowing from the south-west,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
20.12.2018 10:00,"11,7","756,1","771,7","1,2",,Wind blowing from the south,2,,,,,,,,,,,,,,,,"0,1",1,,,,
20.12.2018 09:00,"10,6","755,5","771,1","0,9",,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,,"0,9",1,,,,
20.12.2018 08:00,"10,5","755,0","770,6","0,7",,Wind blowing from the south,3,,,,,,,,,,,,,,,,No precipitation,1,,,,
20.12.2018 07:00,"10,7","754,9","770,5","0,6",,Wind blowing from the south,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
20.12.2018 06:00,"10,6","754,6","770,2","0,3",,Wind blowing from the south,2,,,,,,,"9,9",,,,,,,,,"0,1",12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"9,0",,
20.12.2018 05:00,"10,8","754,3","769,9","0,2",,Wind blowing from the south,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
20.12.2018 04:00,"10,7","754,3","769,9","0,0",,Wind blowing from the south,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
20.12.2018 03:00,"11,1","754,3","769,9","0,0",,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
20.12.2018 02:00,"10,8","754,1","769,7","-0,2",,Wind blowing from the south,2,,,,,,,,,,,,,,,,"0,1",1,,,,
20.12.2018 01:00,"10,8","754,3","769,9","-0,1",,Wind blowing from the south,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
20.12.2018 00:00,"10,5","754,3","769,9","0,0",,Wind blowing from the south,3,,,,,,,,,,,,,,,,No precipitation,1,,,,
19.12.2018 23:00,"10,2","754,3","769,9","0,2",,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,,No precipitation,1,,,,
19.12.2018 22:00,"10,1","754,4","770,0","0,6",,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
19.12.2018 21:00,"10,0","754,3","769,9","0,7",,Wind blowing from the south,2,,,,,,,,,,,,,,,,"0,4",12,,,,
19.12.2018 20:00,"10,1","754,1","769,7","0,4",,Wind blowing from the south,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
19.12.2018 19:00,"10,5","753,8","769,4","0,4",3,Wind blowing from the south,2,,5,,,,,,,,,,,,,"-33,0",No precipitation,1,,,,
19.12.2018 18:00,"11,3","753,6","769,1","0,2",,Wind blowing from the south,1,,,,,,,,"14,8",,,,,,,,"0,8",12,,,,
19.12.2018 17:00,"11,9","753,7","769,2","0,3",93,Wind blowing from the west,2,,,,,,,,,,,,,,,"10,8","0,2",1,,,,
19.12.2018 16:00,"13,2","753,4","768,9","0,0",79,Wind blowing from the west-southwest,2,,6,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
19.12.2018 15:00,"13,4","753,4","768,8","-0,6",100,Wind blowing from the south-southwest,2,,5,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
19.12.2018 14:00,"12,3","753,4","768,9","-1,2",100,Wind blowing from the north,2,,11,,,,,,,,,,,,,"12,3","0,1",1,,,,
19.12.2018 13:00,"14,8","753,4","768,7","-0,9",82,Wind blowing from the west,4,6,7,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
19.12.2018 12:00,"14,1","754,0","769,3","0,3",100,Wind blowing from the south-west,3,6,6,,,,,,,,,,,,,"14,1","0,4",6,,,,
19.12.2018 11:00,"12,8","754,6","770,1","1,5",,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
19.12.2018 10:00,"11,3","754,3","769,9","1,5",,Wind blowing from the south,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
19.12.2018 09:00,"9,6","753,7","769,3","1,2",,Wind blowing from the south,2,,,,,,,,,,,,,,,,"0,1",1,,,,
19.12.2018 08:00,"8,8","753,1","768,8","0,9",,Wind blowing from the south,2,,,,,,,,,,,,,,,,"0,2",1,,,,
19.12.2018 07:00,"8,6","752,8","768,5","0,8",,Wind blowing from the south,2,,,,,,,,,,,,,,,,"0,1",1,,,,
19.12.2018 06:00,"8,3","752,5","768,2","0,4",,Wind blowing from the south,2,,,,,,,"8,0",,,,,,,,,3,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"5,0",,
19.12.2018 05:00,"9,0","752,2","767,9","0,1",,Wind blowing from the south,3,,,,,,,,,,,,,,,,2,1,,,,
19.12.2018 04:00,"9,1","752,0","767,6","0,0",,Wind blowing from the south,2,,,,,,,,,,,,,,,,"0,2",1,,,,
19.12.2018 03:00,"8,9","752,1","767,7","-0,1",,Wind blowing from the south,2,,,,,,,,,,,,,,,,"0,1",1,,,,
19.12.2018 02:00,"8,2","752,1","767,8","0,2",,Wind blowing from the south,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
19.12.2018 01:00,"8,3","752,0","767,7","0,3",3,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"-34,6",No precipitation,1,,,,
19.12.2018 00:00,"8,8","752,2","767,8","0,6",,Wind blowing from the south,2,,,,,,,,,,,,,,,,"0,2",6,,,,
18.12.2018 23:00,"9,4","751,9","767,5","0,8",,Wind blowing from the south,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
18.12.2018 22:00,"9,4","751,7","767,3","0,9",,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
18.12.2018 21:00,"9,4","751,6","767,2","1,2",,Wind blowing from the south,1,,,,,,,,,,,,,,,,12,12,,,,
18.12.2018 20:00,"9,7","751,1","766,6","1,1",,Wind blowing from the south,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
18.12.2018 19:00,"9,8","750,8","766,4","1,2",,Wind blowing from the south,2,,,,,,,,,,,,,,,,"0,1",1,,,,
18.12.2018 18:00,"10,0","750,4","765,9","1,1",,Wind blowing from the south-southeast,2,,,,,,,,"12,1",,,,,,,,11,12,,,,
18.12.2018 17:00,"10,4","750,0","765,5","1,4",,Wind blowing from the south,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
18.12.2018 16:00,"10,7","749,6","765,1","2,1",,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,,"0,3",1,,,,
18.12.2018 15:00,"10,7","749,3","764,8","0,9",,Wind blowing from the north,1,,10,,,,,,,,,,,,,,5,1,,,,
18.12.2018 14:00,"10,8","748,6","764,1","-0,6",,Wind blowing from the west,4,7,16,,,,,,,,,,,,,,4,1,,,,
18.12.2018 13:00,"11,1","747,5","763,0","-1,7",100,Wind blowing from the south,10,15,16,,,,,,,,,,,,,"11,1",2,1,,,,
18.12.2018 12:00,"11,4","748,4","763,9","-1,1",83,Wind blowing from the south,9,15,16,,,,,,,,,,,,,"8,6",No precipitation,1,,,,
18.12.2018 11:00,"11,4","749,2","764,6","0,3",75,Wind blowing from the south,11,18,18,,,,,,,,,,,,,"7,1",No precipitation,1,,,,
18.12.2018 10:00,"10,9","749,2","764,7","0,1",72,Wind blowing from the south-southeast,10,16,16,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
18.12.2018 09:00,"11,3","749,5","764,9","0,1",66,Wind blowing from the south-southeast,9,15,16,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
18.12.2018 08:00,"11,3","748,9","764,3","-0,3",64,Wind blowing from the south-southeast,10,,16,,,,,,,,,,,,,"4,7",No precipitation,1,,,,
18.12.2018 07:00,"11,6","749,1","764,5","-0,5",61,Wind blowing from the south-southeast,9,15,17,,,,,,,,,,,,,"4,2",No precipitation,1,,,,
18.12.2018 06:00,"11,5","749,4","764,8","-1,0",60,Wind blowing from the south-southeast,10,,,,,,,"9,8",,,,,,,,"4,0",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"7,0",,
18.12.2018 05:00,"12,1","749,2","764,6","-1,8",57,Wind blowing from the south-southeast,11,17,17,,,,,,,,,,,,,"3,7",No precipitation,1,,,,
18.12.2018 04:00,"11,8","749,6","765,1","-2,0",60,Wind blowing from the south-southeast,8,14,15,,,,,,,,,,,,,"4,3",No precipitation,1,,,,
18.12.2018 03:00,"11,4","750,4","765,8","-2,2",61,Wind blowing from the south-southeast,8,13,13,,,,,,,,,,,,,"4,1",No precipitation,1,,,,
18.12.2018 02:00,"10,8","751,0","766,5","-2,5",64,Wind blowing from the south-southeast,6,12,12,,,,,,,,,,,,,"4,3",No precipitation,1,,,,
18.12.2018 01:00,"10,6","751,6","767,1","-2,4",63,Wind blowing from the south-east,6,10,10,,,,,,,,,,,,,"3,8",No precipitation,1,,,,
18.12.2018 00:00,"10,6","752,6","768,1","-1,4",60,Wind blowing from the south-east,6,10,10,,,,,,,,,,,,,"3,2",No precipitation,1,,,,
17.12.2018 23:00,"10,5","753,5","769,1","-0,5",61,Wind blowing from the south-southeast,6,9,10,,,,,,,,,,,,,"3,3",No precipitation,1,,,,
