Local time in Beja (weather station),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
22.12.2018 21:00,"8,9","754,9","772,8","0,2",94,Wind blowing from the east,3,,,70 – 80%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","8,0",No precipitation,12,,,,
22.12.2018 18:00,"12,7","754,7","772,4","-0,1",81,Wind blowing from the east-southeast,3,,,70 – 80%.,,,,,"16,5","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","9,4",No precipitation,3,,,,
22.12.2018 15:00,"16,2","754,8","772,3","-1,3",66,Wind blowing from the east-northeast,3,,6,70 – 80%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","9,7",No precipitation,3,,,,
22.12.2018 12:00,"12,8","756,1","773,8","-0,2",76,Wind blowing from the east,4,6,8,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","8,7",No precipitation,3,,,,
22.12.2018 09:00,"8,2","756,3","774,2","0,5",96,Wind blowing from the east,4,,,40%.,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","7,6",No precipitation,3,,,,
22.12.2018 06:00,"7,7","755,8","773,8","-0,3",97,Wind blowing from the east-southeast,3,,,40%.,,,,"7,4",,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","7,3",No precipitation,3,,,,
22.12.2018 03:00,"8,5","756,1","774,1","-0,6",96,Wind blowing from the east,3,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","7,9",No precipitation,3,,,,
22.12.2018 00:00,"8,7","756,7","774,7","-0,3",96,Wind blowing from the east,3,,,no clouds,,,,,,,,,,,"20,0","8,1",No precipitation,3,,,,
21.12.2018 21:00,"9,2","757,0","775,0",,90,Wind blowing from the east,1,,,no clouds,,,,,,,,,,,"20,0","7,7",No precipitation,12,,,,
21.12.2018 18:00,"12,9","756,6","774,3","0,4",75,Wind blowing from the east,2,,,"10% or less, but not 0",,,,,"16,1","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","8,6",No precipitation,3,,,,
21.12.2018 15:00,"15,8","756,2","773,8","-1,1",63,Wind blowing from the east,3,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","8,6",No precipitation,3,,,,
21.12.2018 12:00,"14,2","757,3","775,0","0,0",72,Wind blowing from the east,2,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","9,1",No precipitation,3,,,,
21.12.2018 09:00,"7,9","757,3","775,3",,100,Wind blowing from the east,3,,,60%.,Fog or ice fog in patches.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10% or less, but not 0",100-200,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","3,8","7,9",No precipitation,3,,,,
21.12.2018 03:00,"7,0","755,9","774,0","-0,2",99,Wind blowing from the north-east,1,,,60%.,"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour.",Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",50%.,50-100,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","0,2","6,8",No precipitation,3,,,,
21.12.2018 00:00,"8,8","756,1","774,1","0,6",97,Wind blowing from the south-southwest,2,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","8,3",No precipitation,3,,,,
20.12.2018 21:00,"10,4","755,5","773,3","0,6",96,Wind blowing from the south-east,2,,,40%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","9,8",No precipitation,12,,,,
20.12.2018 18:00,"11,9","754,9","772,7","0,9",82,Wind blowing from the west-northwest,3,,,60%.,,,,,"16,6",Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","8,9",No precipitation,3,,,,
20.12.2018 15:00,"15,4","754,0","771,6","-0,9",69,Wind blowing from the north-west,3,,5,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","9,8",No precipitation,3,,,,
20.12.2018 12:00,"14,9","754,9","772,5","0,6",77,Wind blowing from the north-west,2,,,60%.,Fog or ice fog in patches.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","18,0","10,9",No precipitation,3,,,,
20.12.2018 09:00,"7,5","754,3","772,3","0,9",100,Wind blowing from the north,1,,,40%.,"Fog or ice fog, sky visible (has become thinner during the preceding hour).",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","0,5","7,5",No precipitation,3,,,,
20.12.2018 06:00,"6,3","753,4","771,5","0,3",100,Wind blowing from the north-northwest,1,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour.",Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,"6,2",,,Sky obscured by fog and/or other meteorological phenomena.,,,,"0,8","6,3",No precipitation,3,,,,
20.12.2018 03:00,"8,9","753,1","771,0","-0,3",100,Wind blowing from the south,2,,,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90 or more, but not 100%","2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","8,9",No precipitation,3,,,,
20.12.2018 00:00,"8,7","753,4","771,3","0,3",99,Wind blowing from the south-southwest,2,,,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","15,0","8,6",No precipitation,3,,,,
19.12.2018 21:00,"9,4","753,1","771,0","0,6",98,Wind blowing from the south-southwest,2,,,"90 or more, but not 100%",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","20,0","9,1",No precipitation,12,,,,
19.12.2018 18:00,"11,5","752,5","770,2","0,2",89,Wind blowing from the west,2,,,"90 or more, but not 100%",,,,,"14,3","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"20,0","9,8",No precipitation,3,,,,
19.12.2018 15:00,"13,9","752,3","769,9","-1,2",78,Wind blowing from the west-northwest,3,,,"90 or more, but not 100%",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","20,0","10,0",No precipitation,3,,,,
19.12.2018 12:00,"11,5","753,5","771,3","0,4",100,Wind blowing from the east,1,,,70 – 80%.,Fog or ice fog.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10% or less, but not 0",50-100,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","11,5",No precipitation,3,,,,
19.12.2018 09:00,"6,0","753,1","771,2","1,5",100,Wind blowing from the north,1,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour.",Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,"0,1","6,0",No precipitation,3,,,,
19.12.2018 06:00,"6,0","751,6","769,6","0,3",100,Wind blowing from the north,1,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,"6,0",,,Sky obscured by fog and/or other meteorological phenomena.,,,,"0,2","6,0",6,12,,,,
19.12.2018 03:00,"8,4","751,3","769,3","0,4",100,Wind blowing from the west-northwest,2,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour.",Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,"0,1","8,4",No precipitation,3,,,,
19.12.2018 00:00,"9,7","750,9","768,4","0,5",98,Wind blowing from the north,1,,,40%.,Clouds generally dissolving or becoming less developed.,Rain.,Drizzle.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","9,4",6,6,,,,
18.12.2018 21:00,"10,8","750,4","768,1","1,8",98,Wind blowing from the north-west,7,,,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,200-300,,,"3,8","10,5",5,12,,,,
18.12.2018 18:00,"14,4","748,6","766,1","-0,3",85,Wind blowing from the south-southwest,6,,,"90 or more, but not 100%",,,,,"14,9","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",600-1000,,,"20,0","11,8",No precipitation,3,,,,
18.12.2018 15:00,"14,7","748,9","766,3","-1,6",80,Wind blowing from the south,5,,11,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","11,3",No precipitation,3,,,,
18.12.2018 12:00,"12,0","750,5","768,1","-0,2",90,Wind blowing from the south,6,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","10,4",No precipitation,3,,,,
18.12.2018 09:00,"8,9","750,7","768,6","0,9",98,Wind blowing from the south,4,,,100%.,"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour.",Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,50-100,,,"0,6","8,6",No precipitation,3,,,,
18.12.2018 06:00,"7,5","749,8","767,7","-1,2",92,Wind blowing from the south-southeast,5,,,60%.,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer.",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"4,2",,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","10,0","6,3",No precipitation,3,,,,
