Local time in Alverca (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.11.2018 12:00,"16,5","754,0","754,3","0,4",70,Wind blowing from the west-northwest,6,11,12,70 – 80%.,Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","12,0","11,0",2,6,,,,
20.11.2018 09:00,"13,4","753,6","753,9",,87,Wind blowing from the west-southwest,2,,,40%.,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station.",,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","15,0","11,2",No precipitation,3,,,,
19.11.2018 15:00,"17,1","751,9","752,2","-0,9",69,Wind blowing from the south,3,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","11,4",No precipitation,3,,,,
19.11.2018 12:00,"15,6","752,8","753,1","0,3",82,Wind blowing from the south-east,2,,,50%.,Clouds generally dissolving or becoming less developed.,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","12,0","12,5",No precipitation,3,,,,
19.11.2018 09:00,"13,2","752,5","752,8",,94,Wind blowing from the east-northeast,2,,,"90 or more, but not 100%",Mist.,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",100-200,,,"8,0","12,3",No precipitation,3,,,,
15.11.2018 15:00,"20,1","759,6","759,9",,65,Wind blowing from the south-southeast,5,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,"20,0","13,3",No precipitation,3,,,,
15.11.2018 09:00,"14,6","760,6","760,9",,86,Wind blowing from the north-east,6,,,70 – 80%.,Cloud development not observed or not observable.,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,2",No precipitation,3,,,,
14.11.2018 15:00,"20,8","761,4","761,7","-2,2",64,Wind blowing from the north-northeast,3,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.","Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,7",No precipitation,3,,,,
14.11.2018 12:00,"16,9","763,6","763,9","-0,7",75,Wind blowing from the east-northeast,4,,,no clouds,State of sky on the whole unchanged.,,,,,,,,,,"20,0","12,5",No precipitation,3,,,,
14.11.2018 09:00,"14,0","764,3","764,6",,84,Wind blowing from the north-east,4,,,no clouds,Cloud development not observed or not observable.,,,,,,,,,,"20,0","11,3",No precipitation,3,,,,
13.11.2018 15:00,"18,5","765,9","766,2","-1,0",63,Wind blowing from the east-northeast,3,,,20–30%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,3",No precipitation,3,,,,
13.11.2018 12:00,"16,5","766,9","767,2","-0,3",63,Wind blowing from the north-east,6,,,"10% or less, but not 0",Clouds generally forming or developing.,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","9,3",No precipitation,3,,,,
13.11.2018 09:00,"12,0","767,2","767,5",,84,Wind blowing from the east-northeast,2,,,"10% or less, but not 0",Cloud development not observed or not observable.,,,,,,,2000-2500,,,"15,0","9,3",No precipitation,3,,,,
12.11.2018 15:00,"17,1","762,2","762,5","-0,2",59,Wind blowing from the north-northeast,4,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","9,0",No precipitation,3,,,,
12.11.2018 12:00,"12,0","762,4","762,7","0,9",98,Wind blowing from the north,1,,,"90 or more, but not 100%",Mist.,Fog or ice fog or thick haze.,,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.","90 or more, but not 100%",100-200,,,"1,5","11,7",No precipitation,3,,,,
12.11.2018 09:00,"10,2","761,5","761,8",,97,Wind blowing from the south-west,1,,,,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",,,,,,,,,,"0,2","9,8",No precipitation,3,,,,
09.11.2018 15:00,"16,8","765,7","766,0","-0,8",77,Wind blowing from the south-southwest,6,,12,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,7",No precipitation,3,,,,
09.11.2018 12:00,"18,3","766,5","766,7","-0,6",62,Wind blowing from the south-west,7,,9,"90 or more, but not 100%",Clouds generally forming or developing.,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","10,8",No precipitation,3,,,,
09.11.2018 09:00,"13,0","767,1","767,4",,88,Wind blowing from the south-west,2,,,40%.,Cloud development not observed or not observable.,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,0",No precipitation,3,,,,
08.11.2018 15:00,"16,4","760,6","760,9","-0,2",66,Wind blowing from the west-northwest,7,12,12,60%.,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station.",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",60%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","10,0","0,2",3,,,,
08.11.2018 12:00,"14,5","760,8","761,1","-0,7",86,Wind blowing from the west,5,,,"90 or more, but not 100%",Shower(s) of rain.,Shower(s).,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"15,0","12,1",3,6,,,,
08.11.2018 09:00,"12,9","761,5","761,8",,94,Wind blowing from the north-northwest,1,,,70 – 80%.,Cloud development not observed or not observable.,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,200-300,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,9","0,4",3,,,,
07.11.2018 15:00,"18,3","762,3","762,6","-0,6",49,Wind blowing from the north-northwest,3,,,60%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","7,3",No precipitation,3,,,,
07.11.2018 12:00,"17,8","762,9","763,2","1,1",54,Wind blowing from the west-northwest,4,,,60%.,Shower(s) of rain.,Shower(s).,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","8,4","0,1",6,,,,
07.11.2018 09:00,"15,1","761,8","762,1",,88,Wind blowing from the north,1,,,50%.,Cloud development not observed or not observable.,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","13,1",No precipitation,3,,,,
06.11.2018 15:00,"16,6","759,7","760,0","-1,4",72,Wind blowing from the south-west,7,,,100%.,Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",600-1000,Altocumulus translucidus at a single level.,,"10,0","11,4","0,1",3,,,,
06.11.2018 12:00,"16,1","761,1","761,4",,73,Wind blowing from the west-southwest,4,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Shower(s).,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,,"12,0","11,3",Trace of precipitation,6,,,,
05.11.2018 15:00,"16,3","757,5","757,7","-0,2",52,Wind blowing from the north-northwest,6,,13,50%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","6,4",No precipitation,3,,,,
05.11.2018 12:00,"14,3","757,7","758,0",,67,Wind blowing from the north-west,5,,12,60%.,Shower(s) of rain.,Shower(s).,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","8,3","0,3",3,,,,
05.11.2018 09:00,"12,8","756,7","757,0",,75,Wind blowing from the west,3,,,50%.,Cloud development not observed or not observable.,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","15,0","8,5","0,1",3,,,,
02.11.2018 15:00,"18,3","768,7","769,0","-0,6",80,Wind blowing from the north,4,,10,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","14,7",No precipitation,3,,,,
02.11.2018 12:00,"19,3","769,3","769,6","0,2",75,Wind blowing from the north,5,,9,70 – 80%.,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station.",Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","14,7",No precipitation,3,,,,
02.11.2018 09:00,"16,6","769,1","769,4",,89,Wind blowing from the west-northwest,3,,,"90 or more, but not 100%",Cloud development not observed or not observable.,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","14,7",No precipitation,3,,,,
31.10.2018 15:00,"11,3","752,1","752,4","-0,6",93,Wind blowing from the east-northeast,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,100-200,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"3,5","10,2",1,3,,,,
31.10.2018 12:00,"11,0","752,7","753,0","-1,3",91,Wind blowing from the south-southeast,6,,11,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,100-200,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"3,5","9,6",6,6,,,,
31.10.2018 09:00,"11,3","754,0","754,3",,87,Wind blowing from the south,5,,,100%.,"Rain, not freezing, intermittent, slight at time of observation.",Rain.,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","9,2",5,3,,,,
30.10.2018 15:00,"13,2","752,2","752,5","0,4",63,Wind blowing from the north-northwest,6,,14,60%.,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station.",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","15,0","6,2","0,7",3,,,,
