Local time in Evora,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
14.12.2018 03:00,"7,3","745,9","768,4","0,3",95,Wind blowing from the west-northwest,3,,5,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
14.12.2018 00:00,"7,6","745,6","768,1","0,9",94,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"6,7",No precipitation,1,,,,
13.12.2018 21:00,"7,6","744,7","767,2","1,3",92,Wind blowing from the west-northwest,4,,7,,,,,,,,,,,,,"6,3","0,3",12,,,,
13.12.2018 18:00,"8,2","743,4","765,7","1,1",83,Wind blowing from the west,3,,11,,,,,,"13,8",,,,,,,"5,5","0,3",12,,,,
13.12.2018 15:00,"11,0","742,3","764,5","0,7",84,Wind blowing from the north-northwest,6,10,14,,,,,,,,,,,,,"8,3","0,1",1,,,,
13.12.2018 12:00,"12,3","741,6","763,6","0,7",67,Wind blowing from the north-west,9,,18,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","6,3",No precipitation,1,,,,
13.12.2018 09:00,"9,6","740,9","763,1","1,8",87,Wind blowing from the west-northwest,5,,8,60%.,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station.",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","12,0","7,6",No precipitation,1,,,,
13.12.2018 06:00,"9,3","739,1","761,3","0,7",91,Wind blowing from the west-northwest,7,,,,,,,"9,3",,,,,,,,"7,9",7,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"8,0",,
13.12.2018 03:00,"12,8","738,4","760,3","-2,7",100,Wind blowing from the south-southwest,7,,12,,,,,,,,,,,,,"12,8","0,7",1,,,,
13.12.2018 00:00,"12,3","741,1","763,2","-1,8",100,Wind blowing from the south-southwest,6,,,,,,,,,,,,,,,"12,3","0,6",6,,,,
12.12.2018 21:00,"11,5","742,9","765,0","-1,5",97,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"11,1",No precipitation,12,,,,
12.12.2018 18:00,"12,1","744,4","766,5","0,6",92,Wind blowing from the south-southwest,2,,,,,,,,"16,0",,,,,,,"10,9",No precipitation,1,,,,
12.12.2018 15:00,"15,3","743,8","765,7","-1,8",67,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,"9,2",No precipitation,1,,,,
12.12.2018 12:00,"13,6","745,6","767,6","-0,8",81,Wind blowing from the south,2,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"15,0","10,3",No precipitation,1,,,,
12.12.2018 09:00,"10,0","746,4","768,7","0,8",100,Wind blowing from the west,1,,,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90 or more, but not 100%",1000-1500,,,"6,0","10,0",No precipitation,1,,,,
12.12.2018 06:00,"6,8","745,6","768,2","-0,3",100,Wind blowing from the north,1,,,,,,,"6,8",,,,,,,,"6,8",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"4,0",,
12.12.2018 03:00,"11,2","745,9","768,1","-0,4",100,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
12.12.2018 00:00,"10,6","746,3","768,6","0,3",100,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
11.12.2018 21:00,"11,7","746,0","768,2","0,1",100,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"11,7",No precipitation,12,,,,
11.12.2018 18:00,"13,8","745,9","767,9","0,8",97,Wind blowing from the west-northwest,2,,,,,,,,"15,2",,,,,,,"13,3",No precipitation,1,,,,
11.12.2018 15:00,"15,1","745,1","767,0","-1,0",89,"Calm, no wind",0,,,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
11.12.2018 12:00,"12,5","746,1","768,2","0,1",100,Wind blowing from the east-northeast,1,,,100%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,"5,0","12,5",No precipitation,1,,,,
11.12.2018 09:00,"10,6","746,0","768,3","1,1",100,"Calm, no wind",0,,,100%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,"5,0","10,6",No precipitation,1,,,,
11.12.2018 06:00,"9,9","744,9","767,2","-0,3",100,Wind blowing from the east-southeast,1,,,,,,,"6,9",,,,,,,,"9,9",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"3,0",,
11.12.2018 03:00,"7,8","745,2","767,6","-0,7",98,Wind blowing from the east,2,,,,,,,,,,,,,,,"7,5",No precipitation,1,,,,
11.12.2018 00:00,"9,6","745,9","768,3","-0,4",89,"Calm, no wind",0,,,,,,,,,,,,,,,"7,9",No precipitation,1,,,,
10.12.2018 21:00,"11,0","746,3","768,5","0,1",86,Wind blowing from the east,2,,,,,,,,,,,,,,,"8,8",No precipitation,12,,,,
10.12.2018 18:00,"13,5","746,2","768,2","0,0",81,Wind blowing from the east-northeast,1,,,,,,,,"20,6",,,,,,,"10,2",No precipitation,1,,,,
10.12.2018 15:00,"19,7","746,2","767,8","-1,8",62,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"12,2",No precipitation,1,,,,
10.12.2018 12:00,"18,1","748,0","769,7","-0,6",63,Wind blowing from the east,3,,,70 – 80%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","30,0","11,0",No precipitation,1,,,,
10.12.2018 09:00,"11,6","748,6","770,8","0,4",97,Wind blowing from the east-northeast,2,,,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","15,0","11,1",No precipitation,1,,,,
10.12.2018 06:00,"8,2","748,2","770,7","-0,8",100,Wind blowing from the north-east,2,,,,,,,"7,4",,,,,,,,"8,2",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"2,0",,
10.12.2018 03:00,"8,6","749,0","771,5","-0,9",100,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"8,6",No precipitation,1,,,,
10.12.2018 00:00,"9,4","749,9","772,3","-0,3",100,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"9,4",No precipitation,1,,,,
09.12.2018 21:00,"10,4","750,2","772,6","0,4",98,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"10,1",No precipitation,12,,,,
09.12.2018 18:00,"13,7","749,8","771,9","0,3",87,Wind blowing from the north,2,,,,,,,,"19,8",,,,,,,"11,5",No precipitation,1,,,,
09.12.2018 15:00,"19,3","749,5","771,1","-1,0",57,Wind blowing from the east,1,,,,,,,,,,,,,,,"10,4",No precipitation,1,,,,
09.12.2018 12:00,"17,5","750,5","772,4","-0,5",64,Wind blowing from the north,3,,5,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
09.12.2018 09:00,"9,1","751,0","773,5","0,9",98,Wind blowing from the east,2,,,,,,,,,,,,,,,"8,8",No precipitation,1,,,,
09.12.2018 06:00,"7,0","750,1","772,9","-0,3",100,Wind blowing from the north-east,2,,,,,,,"6,1",,,,,,,,"7,0",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"1,0",,
09.12.2018 03:00,"6,5","750,4","773,1","-0,6",100,Wind blowing from the north,1,,,,,,,,,,,,,,,"6,5",No precipitation,1,,,,
09.12.2018 00:00,"6,9","751,0","773,6","0,0",100,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"6,9",No precipitation,1,,,,
08.12.2018 21:00,"9,9","751,0","773,4","0,4",94,Wind blowing from the north,2,,6,,,,,,,,,,,,,"8,9",No precipitation,12,,,,
08.12.2018 18:00,"12,0","750,6","772,9","0,5",88,Wind blowing from the north,1,,,,,,,,"16,9",,,,,,,"10,0","0,1",12,,,,
08.12.2018 15:00,"15,1","750,1","772,2","-0,9",73,Wind blowing from the north-northwest,4,6,6,,,,,,,,,,,,,"10,3",No precipitation,1,,,,
08.12.2018 12:00,"15,7","751,0","773,0","-0,3",74,Wind blowing from the north,3,,6,,,,,,,,,,,,,"11,0","0,1",6,,,,
08.12.2018 09:00,"10,9","751,3","773,6","1,2",93,Wind blowing from the north,2,,,,,,,,,,,,,,,"9,8","0,1",1,,,,
08.12.2018 06:00,"10,4","750,1","772,6","-0,6",97,Wind blowing from the north-west,4,,,,,,,"9,5",,,,,,,,"10,0",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"3,0",,
08.12.2018 03:00,"9,8","750,7","773,2","-0,5",100,Wind blowing from the west,1,,,,,,,,,,,,,,,"9,8",No precipitation,1,,,,
08.12.2018 00:00,"11,3","751,2","773,6","-0,3",100,Wind blowing from the north-northwest,5,8,10,,,,,,,,,,,,,"11,3",No precipitation,1,,,,
07.12.2018 21:00,"11,8","751,5","773,8","0,7",95,Wind blowing from the north-northwest,4,8,8,,,,,,,,,,,,,"11,0",No precipitation,12,,,,
07.12.2018 18:00,"11,4","750,8","773,2","0,7",96,Wind blowing from the west-northwest,4,,7,,,,,,"14,5",,,,,,,"10,7","0,1",12,,,,
07.12.2018 15:00,"11,9","750,1","772,4","-1,0",98,Wind blowing from the north-northwest,4,7,8,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
07.12.2018 12:00,"11,9","751,1","773,4","-0,2",100,Wind blowing from the north-west,4,6,7,"90 or more, but not 100%",Mist.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90 or more, but not 100%",200-300,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","6,0","11,9",No precipitation,1,,,,
07.12.2018 09:00,"7,4","751,3","773,9","1,9",100,Wind blowing from the north-northwest,6,,9,"90 or more, but not 100%","Fog or ice fog, sky visible (has become thinner during the preceding hour).",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90 or more, but not 100%",100-200,,,"0,8","7,4",No precipitation,1,,,,
07.12.2018 06:00,"8,6","749,4","771,9","0,2",100,Wind blowing from the north,1,,,,,,,"8,0",,,,,,,,"8,6","0,1",12,Surface of ground moist.,"3,0",,
07.12.2018 03:00,"8,9","749,2","771,7","-0,6",100,Wind blowing from the north,3,,5,,,,,,,,,,,,,"8,9",No precipitation,1,,,,
07.12.2018 00:00,"9,6","749,8","772,3","0,3",100,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
06.12.2018 21:00,"11,4","749,5","771,8","0,0",100,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,4",No precipitation,12,,,,
06.12.2018 18:00,"13,6","749,5","771,7","0,5",86,Wind blowing from the north-northwest,1,,,,,,,,"19,8",,,,,,,"11,3","0,1",12,,,,
06.12.2018 15:00,"19,6","749,0","770,7","-1,2",66,Wind blowing from the north,3,5,5,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
06.12.2018 12:00,"17,4","750,2","772,1","-0,1",72,Wind blowing from the north,2,,5,no clouds,,,,,,,,,,,"25,0","12,3",No precipitation,1,,,,
06.12.2018 09:00,"11,2","750,3","772,6","0,9",97,Wind blowing from the north,2,,,no clouds,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"8,0","10,7",No precipitation,1,,,,
06.12.2018 06:00,"8,7","749,4","771,9","0,2",100,Wind blowing from the north,2,,,,,,,"7,6",,,,,,,,"8,7","0,1",12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"4,0",,
06.12.2018 03:00,"7,8","749,2","771,8","-0,2",100,Wind blowing from the north,1,,5,,,,,,,,,,,,,"7,8",No precipitation,1,,,,
06.12.2018 00:00,"9,8","749,4","771,9","0,4",100,Wind blowing from the north,2,,5,,,,,,,,,,,,,"9,8",No precipitation,1,,,,
05.12.2018 21:00,"11,1","749,0","771,3","1,0",98,Wind blowing from the north,3,,6,,,,,,,,,,,,,"10,8","0,1",12,,,,
05.12.2018 18:00,"13,8","748,0","770,1","0,6",80,Wind blowing from the north,2,,,,,,,,"20,2",,,,,,,"10,3","0,1",12,,,,
05.12.2018 15:00,"20,2","747,4","769,0","-0,6",59,"Calm, no wind",0,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
05.12.2018 12:00,"17,0","748,0","769,9","0,4",78,Wind blowing from the north,1,,,50%.,Mist.,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","8,0","13,1",No precipitation,1,,,,
05.12.2018 09:00,"9,3","747,6","770,0","1,2",100,Wind blowing from the north,1,,,40%.,Mist.,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","1,5","9,3",No precipitation,1,,,,
05.12.2018 06:00,"7,4","746,4","768,9","0,5",100,Wind blowing from the north,2,,,,,,,"6,7",,,,,,,,"7,4","0,1",12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"0,0",,
05.12.2018 03:00,"6,8","745,9","768,6","0,0",100,Wind blowing from the north,2,,,,,,,,,,,,,,,"6,8",No precipitation,1,,,,
05.12.2018 00:00,"9,2","745,9","768,4","0,2",100,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"9,2",No precipitation,1,,,,
04.12.2018 21:00,"9,4","745,7","768,1","0,7",100,Wind blowing from the north,1,,,,,,,,,,,,,,,"9,4",No precipitation,12,,,,
04.12.2018 18:00,"14,9","745,0","766,9","0,6",75,Wind blowing from the east-southeast,1,,,,,,,,"18,7",,,,,,,"10,4",No precipitation,1,,,,
04.12.2018 15:00,"18,5","744,4","766,0","-1,0",66,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
04.12.2018 12:00,"13,0","745,4","767,5","-0,4",95,Wind blowing from the east,3,,,40%.,Clouds generally dissolving or becoming less developed.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","30,0","12,2",No precipitation,1,,,,
04.12.2018 09:00,"7,6","745,8","768,3","0,8",100,Wind blowing from the north,2,,5,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,"0,1","7,6",No precipitation,1,,,,
04.12.2018 06:00,"6,8","745,0","767,6","0,2",100,Wind blowing from the east,2,,,,,,,"6,2",,,,,,,,"6,8",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"1,0",,
04.12.2018 03:00,"7,6","744,8","767,3","-0,5",100,Wind blowing from the north,2,,,,,,,,,,,,,,,"7,6",No precipitation,1,,,,
04.12.2018 00:00,"6,3","745,3","767,8","-0,4",100,Wind blowing from the east,2,,,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
03.12.2018 21:00,"8,6","745,7","768,1","0,1",100,Wind blowing from the east-northeast,2,,5,,,,,,,,,,,,,"8,6","0,1",12,,,,
03.12.2018 18:00,"9,0","745,6","767,9","0,1",100,Wind blowing from the east,4,,6,,,,,,"16,8",,,,,,,"9,0","0,1",12,,,,
03.12.2018 15:00,"16,6","745,5","767,2","-1,3",72,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,5",No precipitation,1,,,,
03.12.2018 12:00,"14,8","746,8","768,8","0,2",79,Wind blowing from the north,2,,,70 – 80%.,State of sky on the whole unchanged.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","25,0","11,2",No precipitation,1,,,,
03.12.2018 09:00,"8,7","746,6","769,0","0,4",100,Wind blowing from the north,1,,,70 – 80%.,Mist.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","8,0","8,7",No precipitation,1,,,,
03.12.2018 06:00,"6,2","746,2","768,9","-0,6",100,Wind blowing from the north-northeast,2,,,,,,,"5,5",,,,,,,,"6,2",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"1,0",,
03.12.2018 03:00,"6,6","746,8","769,4","-0,7",100,Wind blowing from the north,1,,,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
03.12.2018 00:00,"7,5","747,5","770,1","0,1",100,Wind blowing from the north,2,,,,,,,,,,,,,,,"7,5",No precipitation,1,,,,
02.12.2018 21:00,"7,9","747,4","769,9","0,4",100,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"7,9","0,1",12,,,,
02.12.2018 18:00,"10,9","747,0","769,3","0,3",92,Wind blowing from the north-northeast,2,,,,,,,,"17,0",,,,,,,"9,7","0,1",12,,,,
02.12.2018 15:00,"15,9","746,7","768,6","-0,9",71,Wind blowing from the north,2,,,,,,,,,,,,,,,"10,7",No precipitation,1,,,,
02.12.2018 12:00,"13,6","747,6","769,6","-0,1",83,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"10,7","0,1",6,,,,
02.12.2018 09:00,"7,7","747,7","770,3","0,9",100,Wind blowing from the east,1,,,,,,,,,,,,,,,"7,7",No precipitation,1,,,,
02.12.2018 06:00,"5,6","746,8","769,5","-0,3",100,Wind blowing from the east,1,,,,,,,"5,3",,,,,,,,"5,6",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"0,0",,
02.12.2018 03:00,"6,1","747,1","769,9","-0,5",100,"Calm, no wind",0,,,,,,,,,,,,,,,"6,1",No precipitation,1,,,,
02.12.2018 00:00,"7,4","747,6","770,2","0,0",100,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"7,4",No precipitation,1,,,,
01.12.2018 21:00,"9,5","747,6","770,0","0,9",95,Wind blowing from the north,2,,,,,,,,,,,,,,,"8,8",No precipitation,12,,,,
01.12.2018 18:00,"11,3","746,7","768,9","0,2",82,Wind blowing from the north,1,,,,,,,,"16,6",,,,,,,"8,3",No precipitation,1,,,,
01.12.2018 15:00,"16,0","746,5","768,4","-1,1",58,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"7,8",No precipitation,1,,,,
01.12.2018 12:00,"14,6","747,6","769,6","-0,3",63,Wind blowing from the north,1,,,,,,,,,,,,,,,"7,6",No precipitation,1,,,,
01.12.2018 09:00,"7,6","747,9","770,5","1,1",100,"Calm, no wind",0,,,,,,,,,,,,,,,"7,6",No precipitation,1,,,,
