Local time in Penhas Douradas,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.12.2018 03:00,"8,2","653,8",,"-0,4",34,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"-6,9",,,,,,
25.12.2018 02:00,"7,4","653,8",,"-0,6",35,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"-7,2",No precipitation,1,,,,
25.12.2018 01:00,"7,3","653,9",,"-0,7",37,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"-6,5",No precipitation,1,,,,
25.12.2018 00:00,"9,2","654,2",,"-0,5",29,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"-8,2",No precipitation,6,,,,
24.12.2018 23:00,"8,6","654,4",,"-0,3",32,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"-7,2",No precipitation,1,,,,
24.12.2018 22:00,"9,0","654,6",,"-0,1",33,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"-6,6",No precipitation,1,,,,
24.12.2018 21:00,"8,7","654,7",,"0,2",35,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"-6,0",,,,,,
24.12.2018 20:00,"9,2","654,7",,"0,3",35,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"-5,7",No precipitation,1,,,,
24.12.2018 19:00,"9,0","654,7",,"0,3",37,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"-5,0",No precipitation,1,,,,
24.12.2018 18:00,"8,4","654,5",,"-0,2",45,Wind blowing from the south-east,2,,,,,,,,"14,2",,,,,,,"-3,1",No precipitation,12,,,,
24.12.2018 17:00,"9,4","654,4",,"-0,3",45,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"-2,0",No precipitation,1,,,,
24.12.2018 16:00,"9,6","654,4",,"-0,6",53,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"0,3",No precipitation,1,,,,
24.12.2018 15:00,"11,4","654,7",,,49,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"1,0",,,,,,
24.12.2018 14:00,"10,7","654,7",,,48,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"-0,1",No precipitation,1,,,,
24.12.2018 13:00,"11,9","655,0",,"-0,6",47,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"0,9",No precipitation,1,,,,
24.12.2018 12:00,"12,8","655,4",,"-0,3",43,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"0,4",No precipitation,6,,,,
24.12.2018 11:00,"12,0","655,9",,"0,3",44,Wind blowing from the east,1,,,,,,,,,,,,,,,"0,1",No precipitation,1,,,,
24.12.2018 10:00,"11,2","655,6",,"0,4",51,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"1,4",No precipitation,1,,,,
24.12.2018 09:00,"9,9","655,7",,"0,7",39,Wind blowing from the south,2,,,,,,,,,,,,,,,"-3,4",,,,,,
24.12.2018 08:00,"9,3","655,6",,"0,6",42,Wind blowing from the west,4,,,,,,,,,,,,,,,"-3,2",No precipitation,1,,,,
24.12.2018 07:00,"10,1","655,2",,"0,0",39,Wind blowing from the west,7,,,,,,,,,,,,,,,"-3,4",No precipitation,1,,,,
24.12.2018 06:00,"8,7","655,0",,"-0,3",44,Wind blowing from the north,1,,,,,,,"6,3",,,,,,,,"-3,0",No precipitation,12,,,,
24.12.2018 05:00,"9,3","655,0",,"-0,3",41,"Calm, no wind",0,,,,,,,,,,,,,,,"-3,3",No precipitation,1,,,,
24.12.2018 04:00,"8,4","655,2",,"-0,3",40,Wind blowing from the south,2,,,,,,,,,,,,,,,"-4,6",No precipitation,1,,,,
24.12.2018 03:00,"9,6","655,3",,"-0,3",36,Wind blowing from the south,3,,,,,,,,,,,,,,,"-5,0",,,,,,
24.12.2018 02:00,"8,1","655,3",,"-0,3",38,Wind blowing from the south,2,,,,,,,,,,,,,,,"-5,6",No precipitation,1,,,,
24.12.2018 01:00,"9,9","655,5",,"0,0",41,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"-2,7",No precipitation,1,,,,
24.12.2018 00:00,"9,9","655,6",,"0,3",41,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"-2,7",No precipitation,6,,,,
23.12.2018 23:00,"10,1","655,6",,"0,4",38,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"-3,6",No precipitation,1,,,,
23.12.2018 22:00,"10,3","655,5",,"0,5",31,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"-6,2",No precipitation,1,,,,
23.12.2018 21:00,"8,5","655,3",,"0,5",32,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"-7,4",,,,,,
23.12.2018 20:00,"9,4","655,2",,"0,5",42,Wind blowing from the west-southwest,4,,,,,,,,,,,,,,,"-3,1",No precipitation,1,,,,
23.12.2018 19:00,"9,3","655,0",,"0,3",22,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"-11,7",No precipitation,1,,,,
23.12.2018 18:00,"6,3","654,8",,"0,1",46,Wind blowing from the west,2,,,,,,,,"11,3",,,,,,,"-4,6",No precipitation,12,,,,
23.12.2018 17:00,"7,0","654,7",,"0,0",61,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"0,0",No precipitation,1,,,,
23.12.2018 16:00,"8,5","654,7",,"-0,1",57,Wind blowing from the east-northeast,1,,,,,,,,,,,,,,,"0,4",No precipitation,1,,,,
23.12.2018 15:00,"8,2","654,7",,"-0,6",74,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"3,8",,,,,,
23.12.2018 14:00,"9,3","654,7",,"-0,9",76,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
23.12.2018 13:00,"9,5","654,8",,"-0,8",78,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
23.12.2018 12:00,"10,5","655,3",,"0,2",69,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"5,0",No precipitation,6,,,,
23.12.2018 11:00,"9,0","655,6",,"0,8",69,Wind blowing from the east,2,,,,,,,,,,,,,,,"3,6",No precipitation,1,,,,
23.12.2018 10:00,"8,5","655,6",,"0,9",73,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"3,9",No precipitation,1,,,,
23.12.2018 09:00,"7,4","655,1",,"0,2",67,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"1,7",,,,,,
23.12.2018 08:00,"6,5","654,8",,"-0,1",75,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"2,3",No precipitation,1,,,,
23.12.2018 07:00,"5,2","654,7",,"-0,4",64,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"-1,2",No precipitation,1,,,,
23.12.2018 06:00,"6,7","654,9",,"-0,2",65,Wind blowing from the south,3,,,,,,,"4,8",,,,,,,,"0,5",No precipitation,12,,,,
23.12.2018 05:00,"5,9","654,9",,"-0,2",64,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"-0,4",No precipitation,1,,,,
23.12.2018 04:00,"6,1","655,1",,"-0,2",73,Wind blowing from the south-west,1,,,,,,,,,,,,,,,"1,5",No precipitation,1,,,,
23.12.2018 03:00,"6,1","655,1",,"-0,5",69,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"0,8",,,,,,
23.12.2018 02:00,"6,1","655,1",,"-0,7",62,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"-0,7",No precipitation,1,,,,
23.12.2018 01:00,"6,1","655,3",,"-0,6",66,Wind blowing from the north,1,,,,,,,,,,,,,,,"0,2",No precipitation,1,,,,
23.12.2018 00:00,"6,1","655,6",,"-0,2",82,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"3,2",No precipitation,6,,,,
22.12.2018 23:00,"6,5","655,8",,"-0,1",70,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"1,4",No precipitation,1,,,,
22.12.2018 22:00,"6,8","655,9",,"0,0",76,Wind blowing from the south,1,,,,,,,,,,,,,,,"2,9",No precipitation,1,,,,
22.12.2018 21:00,"7,1","655,8",,"-0,1",70,Wind blowing from the south,1,,,,,,,,,,,,,,,"2,0",,,,,,
22.12.2018 20:00,"6,8","655,9",,"0,0",81,Wind blowing from the south,1,,,,,,,,,,,,,,,"3,8",No precipitation,1,,,,
22.12.2018 19:00,"6,9","655,9",,"0,1",85,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
22.12.2018 18:00,"7,3","655,9",,"0,2",89,Wind blowing from the south,1,,,,,,,,"12,6",,,,,,,"5,6",No precipitation,12,,,,
22.12.2018 17:00,"7,7","655,9",,"0,1",90,Wind blowing from the south,1,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
22.12.2018 16:00,"9,3","655,8",,"-0,2",78,Wind blowing from the south,2,,,,,,,,,,,,,,,"5,6",No precipitation,1,,,,
22.12.2018 15:00,"10,5","655,7",,"-0,8",74,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"6,0",,,,,,
22.12.2018 14:00,"11,7","655,8",,"-1,0",74,Wind blowing from the north,1,,,,,,,,,,,,,,,"7,1",No precipitation,1,,,,
22.12.2018 13:00,"11,6","656,0",,"-0,7",76,Wind blowing from the east,1,,,,,,,,,,,,,,,"7,5",No precipitation,1,,,,
22.12.2018 12:00,"11,8","656,5",,"0,2",69,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"6,2",No precipitation,6,,,,
22.12.2018 11:00,"10,5","656,8",,"0,7",70,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
22.12.2018 10:00,"8,9","656,7",,"0,8",78,Wind blowing from the south,1,,,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
22.12.2018 09:00,"6,1","656,3",,"0,5",99,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"6,0",,,,,,
22.12.2018 08:00,"5,1","656,1",,"0,2",99,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"5,0",No precipitation,1,,,,
22.12.2018 07:00,"5,1","655,9",,"-0,2",99,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"5,0",No precipitation,1,,,,
22.12.2018 06:00,"4,9","655,8",,"-0,4",99,Wind blowing from the south-east,1,,,,,,,"4,6",,,,,,,,"4,8","0,2",12,,,,
22.12.2018 05:00,"5,5","655,9",,"-0,4",99,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"5,4",No precipitation,1,,,,
22.12.2018 04:00,"5,5","656,1",,"-0,3",99,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"5,3",No precipitation,1,,,,
22.12.2018 03:00,"5,3","656,2",,"-0,4",99,Wind blowing from the south,3,,,,,,,,,,,,,,,"5,2",,,,,,
22.12.2018 02:00,"5,1","656,3",,"-0,4",99,Wind blowing from the west,2,,,,,,,,,,,,,,,"5,0",No precipitation,1,,,,
22.12.2018 01:00,"6,0","656,4",,"-0,3",99,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
22.12.2018 00:00,"5,3","656,6",,"0,1",100,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"5,3","0,1",6,,,,
21.12.2018 23:00,"5,4","656,7",,,99,Wind blowing from the west,2,,,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
21.12.2018 22:00,"6,3","656,7",,,99,Wind blowing from the west,4,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
21.12.2018 21:00,"6,3","656,5",,,99,Wind blowing from the west,3,,,,,,,,,,,,,,,"6,2",No precipitation,12,,,,
21.12.2018 20:00,"6,8","656,5",,,99,Wind blowing from the west,4,,,,,,,,,,,,,,,"6,7",No precipitation,1,,,,
21.12.2018 19:00,"6,5","656,5",,,100,Wind blowing from the west,3,,,,,,,,,,,,,,,"6,5",No precipitation,1,,,,
21.12.2018 18:00,"6,8","656,2",,"0,5",99,Wind blowing from the west,4,,,,,,,,"9,2",,,,,,,"6,7",No precipitation,12,,,,
21.12.2018 17:00,"7,1","656,1",,"0,5",99,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"7,0",No precipitation,1,,,,
21.12.2018 16:00,"7,2","656,0",,"0,2",99,Wind blowing from the west,3,,,,,,,,,,,,,,,"7,1",No precipitation,1,,,,
21.12.2018 15:00,"7,4","655,7",,"-0,5",99,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"7,2",,,,,,
21.12.2018 14:00,"8,1","655,6",,"-0,7",96,Wind blowing from the west,4,,,100%.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,50-100,,,"1,0","7,5",No precipitation,1,,,,
21.12.2018 13:00,"8,0","655,8",,,97,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"7,5",No precipitation,1,,,,
21.12.2018 12:00,"8,5","656,2",,"0,6",92,Wind blowing from the west,3,,,100%.,"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour.",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,Less than 50,,,"1,0","7,3",No precipitation,1,,,,
21.12.2018 11:00,"9,0","656,3",,"1,1",89,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"7,2",No precipitation,1,,,,
21.12.2018 10:00,"8,6","656,1",,"1,2",86,Wind blowing from the west-southwest,4,,,,,,,,,,,,,,,"6,4",No precipitation,1,,,,
21.12.2018 09:00,"7,4","655,6",,"1,1",85,Wind blowing from the west-southwest,4,,,"90 or more, but not 100%",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","30,0","5,0",No precipitation,1,,,,
21.12.2018 08:00,"5,5","655,2",,"0,7",85,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"3,1",No precipitation,1,,,,
21.12.2018 07:00,"6,0","654,9",,"0,3",82,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"3,1",No precipitation,1,,,,
21.12.2018 06:00,"5,5","654,5",,"-0,2",77,Wind blowing from the west-southwest,4,,,,,,,"1,7",,,,,,,,"1,7",No precipitation,12,,,,
21.12.2018 05:00,"5,4","654,5",,"0,1",69,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"0,2",No precipitation,1,,,,
21.12.2018 04:00,"5,1","654,6",,"0,2",69,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"-0,2",No precipitation,1,,,,
21.12.2018 03:00,"4,5","654,7",,"0,1",69,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"-0,8",,,,,,
21.12.2018 02:00,"4,9","654,4",,"-0,2",79,Wind blowing from the south-west,3,,,,,,,,,,,,,,,"1,6",No precipitation,1,,,,
21.12.2018 01:00,"3,1","654,4",,"0,0",99,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"3,0",No precipitation,1,,,,
21.12.2018 00:00,"2,4","654,6",,"0,4",97,Wind blowing from the south,1,,,,,,,,,,,,,,,"2,0",No precipitation,6,,,,
20.12.2018 23:00,"3,1","654,6",,"0,5",99,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"3,0",No precipitation,1,,,,
20.12.2018 22:00,"3,7","654,4",,"0,4",99,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"3,5",No precipitation,1,,,,
20.12.2018 21:00,"3,4","654,2",,"0,4",98,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"3,1",,,,,,
20.12.2018 20:00,"4,2","654,1",,"0,5",99,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"4,1",No precipitation,1,,,,
20.12.2018 19:00,"4,3","654,0",,"0,9",99,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"4,1",No precipitation,1,,,,
20.12.2018 18:00,"4,6","653,8",,"0,9",99,Wind blowing from the south,2,,,,,,,,"5,7",,,,,,,"4,5",3,12,,,,
20.12.2018 17:00,"4,7","653,6",,"1,0",100,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"4,7",No precipitation,1,,,,
20.12.2018 16:00,"4,9","653,1",,"0,1",99,Wind blowing from the west,7,,,,,,,,,,,,,,,"4,8",No precipitation,1,,,,
20.12.2018 15:00,"4,8","652,9",,"-0,3",100,Wind blowing from the west,5,,,,,,,,,,,,,,,"4,8",,,,,,
20.12.2018 14:00,"5,3","652,6",,"-0,8",99,Wind blowing from the west-southwest,5,7,,"90 or more, but not 100%",Clouds generally dissolving or becoming less developed.,Shower(s).,Fog or ice fog or thick haze.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",50-100,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","0,1","5,2",No precipitation,1,,,,
20.12.2018 13:00,"5,3","653,0",,"-0,1",100,Wind blowing from the west-southwest,4,,,,,,,,,,,,,,,"5,3","0,1",1,,,,
20.12.2018 12:00,"4,9","653,2",,"0,8",100,Wind blowing from the west,6,,,Sky obscured by fog and/or other meteorological phenomena.,"Rain shower(s), slight.",Shower(s).,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"4,9",3,6,,,,
20.12.2018 11:00,"5,0","653,4",,"1,5",99,Wind blowing from the west,3,,,,,,,,,,,,,,,"4,9","0,2",1,,,,
20.12.2018 10:00,"4,4","653,1",,"1,4",100,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"4,4","0,3",1,,,,
20.12.2018 09:00,"3,9","652,4",,"1,0",100,Wind blowing from the west,4,7,,Sky obscured by fog and/or other meteorological phenomena.,"Rain shower(s), slight.",Shower(s).,Fog or ice fog or thick haze.,,,,,,,,less than 0.1,"3,9",,,,,,
20.12.2018 08:00,"4,1","651,9",,"0,6",100,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"4,1","0,8",1,,,,
20.12.2018 07:00,"4,1","651,7",,"0,4",100,Wind blowing from the west,3,,,,,,,,,,,,,,,"4,1","0,9",1,,,,
20.12.2018 06:00,"3,9","651,4",,"0,3",99,Wind blowing from the west,4,,,,,,,"2,1",,,,,,,,"3,8",5,12,,,,
20.12.2018 05:00,"3,9","651,3",,"0,2",100,Wind blowing from the west,2,,,,,,,,,,,,,,,"3,9",1,1,,,,
20.12.2018 04:00,"3,5","651,3",,"0,3",100,Wind blowing from the west,5,,,,,,,,,,,,,,,"3,5","0,9",1,,,,
20.12.2018 03:00,"3,3","651,1",,"0,0",99,Wind blowing from the west-southwest,5,,,,,,,,,,,,,,,"3,2",,,,,,
20.12.2018 02:00,"3,0","651,1",,"0,1",98,Wind blowing from the west-southwest,5,,,,,,,,,,,,,,,"2,7",1,1,,,,
20.12.2018 01:00,"2,8","651,0",,"0,1",98,Wind blowing from the west,8,,,,,,,,,,,,,,,"2,5",No precipitation,1,,,,
20.12.2018 00:00,"2,4","651,1",,"0,3",97,Wind blowing from the west,9,,,,,,,,,,,,,,,"1,9",No precipitation,6,,,,
19.12.2018 23:00,"2,7","651,0",,"0,2",95,Wind blowing from the west,9,,,,,,,,,,,,,,,"2,0",No precipitation,1,,,,
19.12.2018 22:00,"2,5","650,9",,"0,4",97,Wind blowing from the west,8,,,,,,,,,,,,,,,"2,0",No precipitation,1,,,,
19.12.2018 21:00,"2,4","650,8",,"0,5",99,Wind blowing from the west,8,,,,,,,,,,,,,,,"2,2",,,,,,
19.12.2018 20:00,"2,4","650,8",,"0,5",99,Wind blowing from the west,6,,,,,,,,,,,,,,,"2,3",No precipitation,1,,,,
19.12.2018 19:00,"2,8","650,5",,"0,3",99,Wind blowing from the west,8,,,,,,,,,,,,,,,"2,7",No precipitation,1,,,,
19.12.2018 18:00,"3,1","650,3",,"0,1",99,Wind blowing from the west,7,,,,,,,,"3,5",,,,,,,"2,9",3,12,,,,
19.12.2018 17:00,"2,9","650,3",,"0,2",99,Wind blowing from the west,7,,,,,,,,,,,,,,,"2,7",No precipitation,1,,,,
19.12.2018 16:00,"2,9","650,2",,"0,0",97,Wind blowing from the west,7,,,,,,,,,,,,,,,"2,5",No precipitation,1,,,,
19.12.2018 15:00,"3,1","650,2",,"-0,3",99,Wind blowing from the west,5,,,,,,,,,,,,,,,"3,0",,,,,,
19.12.2018 14:00,"3,2","650,1",,"-0,8",99,Wind blowing from the west,7,,,100%.,"Rain shower(s), slight.",Shower(s).,Fog or ice fog or thick haze.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,50-100,,,"1,0","3,0","0,9",1,,,,
19.12.2018 13:00,"3,3","650,2",,"-0,2",99,Wind blowing from the west-southwest,4,,,,,,,,,,,,,,,"3,1",No precipitation,1,,,,
19.12.2018 12:00,"3,1","650,5",,"0,9",97,Wind blowing from the west,7,,,100%.,"Fog or ice fog, sky invisible (has become thinner during the preceding hour).",Shower(s).,Fog or ice fog or thick haze.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,50-100,,,less than 0.1,"2,6",1,6,,,,
19.12.2018 11:00,"2,8","650,9",,"1,7",99,Wind blowing from the west,7,,,,,,,,,,,,,,,"2,6","0,7",1,,,,
19.12.2018 10:00,"2,4","650,4",,"1,2",99,Wind blowing from the west,8,,,,,,,,,,,,,,,"2,2","0,6",1,,,,
19.12.2018 09:00,"2,5","649,6",,"0,9",99,Wind blowing from the west,10,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Drizzle.,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"2,4","0,1",1,,,,
19.12.2018 08:00,"2,3","649,2",,"0,7",99,Wind blowing from the west,9,,,,,,,,,,,,,,,"2,1",No precipitation,1,,,,
19.12.2018 07:00,"2,0","649,2",,"0,7",98,Wind blowing from the west,9,,,,,,,,,,,,,,,"1,7",No precipitation,1,,,,
19.12.2018 06:00,"2,6","648,7",,"0,2",99,Wind blowing from the west,9,,,,,,,"1,2",,,,,,,,"2,5","0,9",12,,,,
19.12.2018 05:00,"2,4","648,5",,"0,1",99,Wind blowing from the west,9,,,,,,,,,,,,,,,"2,3","0,7",1,,,,
19.12.2018 04:00,"2,4","648,5",,"0,0",97,Wind blowing from the west,7,,,,,,,,,,,,,,,"2,0","0,1",1,,,,
19.12.2018 03:00,"1,9","648,5",,"-0,2",95,Wind blowing from the west,8,,,,,,,,,,,,,,,"1,2",,,,,,
19.12.2018 02:00,"1,5","648,4",,"-0,2",94,Wind blowing from the west,9,,,,,,,,,,,,,,,"0,6",No precipitation,1,,,,
19.12.2018 01:00,"2,3","648,5",,"-0,1",98,Wind blowing from the west,9,,,,,,,,,,,,,,,"2,0",No precipitation,1,,,,
19.12.2018 00:00,"2,2","648,7",,"0,5",97,Wind blowing from the west,8,,,,,,,,,,,,,,,"1,8","0,1",6,,,,
18.12.2018 23:00,"1,7","648,6",,"0,5",93,Wind blowing from the west,6,,,,,,,,,,,,,,,"0,7","0,1",1,,,,
18.12.2018 22:00,"1,5","648,6",,"0,8",97,Wind blowing from the west,7,,,,,,,,,,,,,,,"1,0",No precipitation,1,,,,
18.12.2018 21:00,"1,6","648,2",,"0,7",96,Wind blowing from the west,9,,,,,,,,,,,,,,,"1,0",,,,,,
18.12.2018 20:00,"2,2","648,1",,"0,7",98,Wind blowing from the west,7,,,,,,,,,,,,,,,"1,9",No precipitation,1,,,,
18.12.2018 19:00,"2,5","647,8",,"0,8",99,Wind blowing from the west,6,,,,,,,,,,,,,,,"2,4",No precipitation,1,,,,
18.12.2018 18:00,"2,4","647,5",,"0,8",99,Wind blowing from the west,8,,,,,,,,"6,9",,,,,,,"2,3",15,12,,,,
18.12.2018 17:00,"3,3","647,4",,"0,9",99,Wind blowing from the west,8,,,,,,,,,,,,,,,"3,1",3,1,,,,
18.12.2018 16:00,"5,0","647,0",,"-0,1",98,Wind blowing from the west,7,,,,,,,,,,,,,,,"4,7",4,1,,,,
18.12.2018 15:00,"6,2","646,7",,"-1,0",96,Wind blowing from the west-southwest,6,,,,,,,,,,,,,,,"5,6",,,,,,
18.12.2018 14:00,"5,9","646,5",,"-1,9",97,Wind blowing from the south,7,12,,100%.,"Rain, not freezing, continuous, moderate at time of observation.",Rain.,Fog or ice fog or thick haze.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,50-100,,,less than 0.1,"5,5",2,1,,,,
18.12.2018 13:00,"5,7","647,1",,"-1,3",99,Wind blowing from the south,7,,,,,,,,,,,,,,,"5,6",2,1,,,,
18.12.2018 12:00,"5,0","647,7",,"-0,7",100,Wind blowing from the south,9,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible (has become thinner during the preceding hour).",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"5,0",No precipitation,1,,,,
18.12.2018 11:00,"1,0","648,4",,"0,3",99,Wind blowing from the south-southeast,6,,,,,,,,,,,,,,,"0,9",No precipitation,1,,,,
18.12.2018 10:00,"0,8","648,4",,"-0,1",100,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"0,8",No precipitation,1,,,,
18.12.2018 09:00,"0,4","648,4",,"-0,2",99,Wind blowing from the east-southeast,3,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"0,3",No precipitation,1,,,,
18.12.2018 08:00,"0,4","648,1",,"-0,8",99,Wind blowing from the east-southeast,5,,,,,,,,,,,,,,,"0,3",No precipitation,1,,,,
18.12.2018 07:00,"0,7","648,5",,"-0,8",99,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"0,6",No precipitation,1,,,,
18.12.2018 06:00,"0,3","648,6",,"-1,2",98,Wind blowing from the east-southeast,3,,,,,,,"-0,7",,,,,,,,"0,0",No precipitation,12,,,,
18.12.2018 05:00,"0,2","648,9",,"-1,2",99,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"0,0",No precipitation,1,,,,
18.12.2018 04:00,"-0,1","649,3",,"-1,2",98,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"-0,4",No precipitation,1,,,,
18.12.2018 03:00,"-0,5","649,8",,"-1,2",96,Wind blowing from the west,2,,,,,,,,,,,,,,,"-1,0",,,,,,
18.12.2018 02:00,"-0,1","650,1",,"-1,4",97,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"-0,5",No precipitation,1,,,,
