Local time in Castelo do Neiva,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.12.2018 22:00,"7,6","766,1","770,5","0,1",99,Wind blowing from the north,2,,,,,,,,,,,,,,,"7,5",No precipitation,1,,,,
25.12.2018 21:00,"8,2","766,3","770,7","0,7",100,Wind blowing from the north,2,,,,,,,,,,,,,,,"8,2",No precipitation,12,,,,
25.12.2018 20:00,"8,3","766,1","770,6","0,9",98,Wind blowing from the north,1,,,,,,,,,,,,,,,"8,0",No precipitation,1,,,,
25.12.2018 19:00,"9,2","766,0","770,4","1,1",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"9,0",No precipitation,1,,,,
25.12.2018 18:00,"9,8","765,6","770,0","0,7",97,"Calm, no wind",0,,,,,,,,"14,7",,,,,,,"9,4",No precipitation,1,,,,
25.12.2018 17:00,"10,8","765,2","769,6","0,3",95,"Calm, no wind",0,,,,,,,,,,,,,,,"10,0",No precipitation,1,,,,
25.12.2018 16:00,"13,0","764,9","769,3","-0,2",92,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,7",No precipitation,1,,,,
25.12.2018 15:00,"14,4","764,9","769,3","-0,9",80,"Calm, no wind",0,,,,,,,,,,,,,,,"10,9",No precipitation,1,,,,
25.12.2018 14:00,"13,2","764,9","769,3","-1,4",80,Wind blowing from the north,1,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
25.12.2018 13:00,"13,6","765,1","769,6","-1,0",73,Wind blowing from the north,2,,,,,,,,,,,,,,,"8,9",No precipitation,1,,,,
25.12.2018 12:00,"13,0","765,8","770,2","0,1",70,"Calm, no wind",0,,,,,,,,,,,,,,,"7,7",No precipitation,1,,,,
25.12.2018 11:00,"10,2","766,3","770,7","0,9",80,Wind blowing from the north,2,,,,,,,,,,,,,,,"6,9",No precipitation,1,,,,
25.12.2018 10:00,"7,9","766,1","770,6","0,7",92,Wind blowing from the north,2,,,,,,,,,,,,,,,"6,7",No precipitation,1,,,,
25.12.2018 09:00,"6,3","765,7","770,2","0,7",96,Wind blowing from the north,2,,,,,,,,,,,,,,,"5,7",No precipitation,1,,,,
25.12.2018 08:00,"5,8","765,4","769,9","0,6",96,Wind blowing from the north,2,,51,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
25.12.2018 07:00,"6,2","765,4","769,8","0,4",93,Wind blowing from the north,2,,49,,,,,,,,,,,,,"5,1",No precipitation,1,,,,
25.12.2018 06:00,"6,8","765,0","769,5","-0,3",94,Wind blowing from the north,1,,,,,,,"6,7",,,,,,,,"5,9",,,Surface of ground moist.,"4,0",,
25.12.2018 05:00,"7,0","764,8","769,3","-0,6",92,Wind blowing from the north,2,,,,,,,,,,,,,,,"5,8",No precipitation,1,,,,
25.12.2018 04:00,"7,4","765,0","769,5","-0,7",92,Wind blowing from the north,3,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
25.12.2018 03:00,"7,5","765,3","769,8","-0,9",94,Wind blowing from the north,3,,,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
25.12.2018 02:00,"7,4","765,4","769,9","-0,9",95,Wind blowing from the north,3,,5,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
25.12.2018 01:00,"7,6","765,7","770,2","-1,0",96,Wind blowing from the north,3,,26,,,,,,,,,,,,,"7,0",No precipitation,1,,,,
25.12.2018 00:00,"8,1","766,2","770,6","-0,7",98,Wind blowing from the north,3,,,,,,,,,,,,,,,"7,8",No precipitation,1,,,,
24.12.2018 23:00,"8,1","766,3","770,8","-0,3",97,Wind blowing from the north,3,,,,,,,,,,,,,,,"7,7",No precipitation,1,,,,
24.12.2018 22:00,"8,6","766,7","771,1","0,1",98,Wind blowing from the north,2,,,,,,,,,,,,,,,"8,3",No precipitation,1,,,,
24.12.2018 21:00,"8,8","766,9","771,4","0,3",99,Wind blowing from the north,2,,,,,,,,,,,,,,,"8,6",No precipitation,12,,,,
24.12.2018 20:00,"9,3","766,6","771,0","0,0",97,Wind blowing from the north,2,,,,,,,,,,,,,,,"8,8",No precipitation,1,,,,
24.12.2018 19:00,"9,8","766,6","771,0","0,2",95,Wind blowing from the north,2,,,,,,,,,,,,,,,"9,1",No precipitation,1,,,,
24.12.2018 18:00,"10,2","766,6","771,1","0,3",94,Wind blowing from the north,2,,,,,,,,"14,5",,,,,,,"9,3",No precipitation,1,,,,
24.12.2018 17:00,"11,6","766,6","771,0","0,0",88,Wind blowing from the north,1,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
24.12.2018 16:00,"12,8","766,4","770,8","-0,5",87,Wind blowing from the north,2,,,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
24.12.2018 15:00,"13,9","766,3","770,7",,84,Wind blowing from the north,2,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
24.12.2018 14:00,"14,1","766,6","770,9",,77,Wind blowing from the north,2,,,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
24.12.2018 13:00,"13,8","766,9","771,2","-0,9",78,Wind blowing from the north,2,,,,,,,,,,,,,,,"9,9",No precipitation,1,,,,
24.12.2018 12:00,"12,5","767,3","771,7","-0,7",74,Wind blowing from the north,3,,5,,,,,,,,,,,,,"8,0",No precipitation,1,,,,
24.12.2018 11:00,"9,8","767,8","772,3","-0,1",90,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"8,3",No precipitation,1,,,,
24.12.2018 10:00,"8,2","767,8","772,3","0,0",95,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"7,5",No precipitation,1,,,,
24.12.2018 09:00,"7,0","768,0","772,4","0,5",97,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
24.12.2018 08:00,"6,3","767,9","772,4","0,7",98,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"6,0",No precipitation,1,,,,
24.12.2018 07:00,"6,2","767,8","772,3","0,6",99,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"6,1",No precipitation,1,,,,
24.12.2018 06:00,"6,4","767,5","771,9","0,0",100,Wind blowing from the north-east,3,,,,,,,"6,4",,,,,,,,"6,4",,,Surface of ground moist.,"4,0",,
24.12.2018 05:00,"6,8","767,2","771,6","-0,2",99,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"6,7",No precipitation,1,,,,
24.12.2018 04:00,"7,4","767,2","771,7","-0,3",99,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"7,2",No precipitation,1,,,,
24.12.2018 03:00,"7,7","767,5","772,0","-0,3",99,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"7,6",No precipitation,1,,,,
24.12.2018 02:00,"8,1","767,4","771,9","-0,6",99,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"7,9",No precipitation,1,,,,
24.12.2018 01:00,"8,0","767,5","772,0","-0,3",99,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"7,8",No precipitation,1,,,,
24.12.2018 00:00,"8,5","767,8","772,3","0,0",97,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"8,1",No precipitation,1,,,,
23.12.2018 23:00,"8,9","768,0","772,4","0,4",97,Wind blowing from the north-east,2,,31,,,,,,,,,,,,,"8,4",No precipitation,1,,,,
23.12.2018 22:00,"9,6","767,8","772,3","0,6",96,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"9,0",No precipitation,1,,,,
23.12.2018 21:00,"10,3","767,8","772,3","0,8",92,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"9,0",No precipitation,12,,,,
23.12.2018 20:00,"12,3","767,6","772,0","0,6",84,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
23.12.2018 19:00,"12,6","767,2","771,6","0,3",82,Wind blowing from the north,1,,5,,,,,,,,,,,,,"9,5",No precipitation,1,,,,
23.12.2018 18:00,"12,7","767,0","771,4","0,1",83,Wind blowing from the north-east,3,55,55,,,,,,"17,1",,,,,,,"9,9",No precipitation,1,,,,
23.12.2018 17:00,"12,6","767,0","771,4","0,4",92,"Calm, no wind",0,,,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
23.12.2018 16:00,"14,1","766,9","771,2","0,3",91,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
23.12.2018 15:00,"14,6","766,9","771,3","-0,1",87,Wind blowing from the north,2,,,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
23.12.2018 14:00,"15,6","766,6","770,9","-0,7",85,Wind blowing from the north,2,,,,,,,,,,,,,,,"13,0",No precipitation,1,,,,
23.12.2018 13:00,"17,0","766,6","771,0","-0,9",70,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
23.12.2018 12:00,"15,7","767,0","771,4","-0,3",76,"Calm, no wind",0,,,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
23.12.2018 11:00,"14,9","767,3","771,7","0,4",80,Wind blowing from the north,2,,52,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
23.12.2018 10:00,"11,7","767,5","772,0","0,8",91,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"10,2",No precipitation,1,,,,
23.12.2018 09:00,"9,9","767,3","771,7","0,4",92,Wind blowing from the north-east,3,,5,,,,,,,,,,,,,"8,7",No precipitation,1,,,,
23.12.2018 08:00,"8,7","766,9","771,4","-0,1",95,Wind blowing from the north-east,3,,5,,,,,,,,,,,,,"8,0",No precipitation,1,,,,
23.12.2018 07:00,"9,2","766,7","771,1","-0,7",95,Wind blowing from the north-east,3,,5,,,,,,,,,,,,,"8,5",No precipitation,1,,,,
23.12.2018 06:00,"9,6","766,9","771,4","-0,7",95,Wind blowing from the north-east,3,,,,,,,"9,0",,,,,,,,"8,8","0,1",12,Surface of ground moist.,"7,0",,
23.12.2018 05:00,"9,1","767,0","771,4","-0,6",97,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"8,6",No precipitation,1,,,,
23.12.2018 04:00,"9,3","767,4","771,8","-0,3",97,Wind blowing from the north-east,3,,5,,,,,,,,,,,,,"8,8",No precipitation,1,,,,
23.12.2018 03:00,"9,6","767,6","772,0","-0,3",96,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"9,0",No precipitation,1,,,,
23.12.2018 02:00,"10,1","767,6","772,0","-0,5",95,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"9,3",No precipitation,1,,,,
23.12.2018 01:00,"10,2","767,7","772,1","-0,3",95,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"9,5",No precipitation,1,,,,
23.12.2018 00:00,"10,1","767,9","772,3","-0,2",96,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"9,5",No precipitation,1,,,,
22.12.2018 23:00,"10,5","768,1","772,5","0,0",98,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"10,2",No precipitation,1,,,,
22.12.2018 22:00,"10,9","768,0","772,4","-0,1",99,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"10,7",No precipitation,1,,,,
22.12.2018 21:00,"11,0","768,1","772,5","-0,1",98,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"10,7",No precipitation,12,,,,
22.12.2018 20:00,"10,6","768,1","772,6","-0,3",98,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"10,3",No precipitation,1,,,,
22.12.2018 19:00,"11,0","768,1","772,6","-0,2",99,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"10,8",No precipitation,1,,,,
22.12.2018 18:00,"11,7","768,2","772,6","-0,2",96,Wind blowing from the north-northeast,1,,,,,,,,"16,6",,,,,,,"11,1","0,1",12,,,,
22.12.2018 17:00,"13,0","768,4","772,7","-0,1",93,"Calm, no wind",0,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
22.12.2018 16:00,"14,6","768,3","772,7","-0,5",83,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,7",No precipitation,1,,,,
22.12.2018 15:00,"15,7","768,4","772,8","-1,1",78,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
22.12.2018 14:00,"16,2","768,5","772,9","-1,6",77,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,2",No precipitation,1,,,,
22.12.2018 13:00,"16,2","768,8","773,2","-1,1",78,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
22.12.2018 12:00,"16,2","769,5","773,8","-0,1",79,Wind blowing from the north,1,,58,,,,,,,,,,,,,"12,5","0,1",6,,,,
22.12.2018 11:00,"15,4","770,1","774,4","0,8",85,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
22.12.2018 10:00,"13,9","769,9","774,4","0,7",93,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
22.12.2018 09:00,"12,8","769,6","774,0","0,5",96,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
22.12.2018 08:00,"12,8","769,3","773,7","0,3",93,Wind blowing from the east-northeast,1,,5,,,,,,,,,,,,,"11,7",No precipitation,1,,,,
22.12.2018 07:00,"12,8","769,2","773,6","0,2",96,Wind blowing from the north,1,,5,,,,,,,,,,,,,"12,1","0,1",1,,,,
22.12.2018 06:00,"13,0","769,1","773,5","-0,2",95,Wind blowing from the north,1,,,,,,,"12,7",,,,,,,,"12,2",3,12,Surface of ground moist.,"12,0",,
22.12.2018 05:00,"13,1","769,0","773,3","-0,3",97,Wind blowing from the north-northeast,2,5,6,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
22.12.2018 04:00,"13,1","769,0","773,4","-0,4",99,Wind blowing from the north,2,5,6,,,,,,,,,,,,,"13,0",No precipitation,1,,,,
22.12.2018 03:00,"13,1","769,3","773,6","-0,3",99,Wind blowing from the north,2,,7,,,,,,,,,,,,,"12,9","0,1",1,,,,
22.12.2018 02:00,"13,0","769,3","773,7","-0,2",99,Wind blowing from the north,2,8,8,,,,,,,,,,,,,"12,8","0,1",1,,,,
22.12.2018 01:00,"13,2","769,4","773,8","0,0",99,Wind blowing from the north,3,8,8,,,,,,,,,,,,,"13,0",No precipitation,1,,,,
22.12.2018 00:00,"13,3","769,6","774,0","0,3",100,Wind blowing from the north,2,6,7,,,,,,,,,,,,,"13,3",2,6,,,,
21.12.2018 23:00,"13,3","769,5","773,9",,99,"Calm, no wind",0,,,,,,,,,,,,,,,"13,2","0,6",1,,,,
21.12.2018 22:00,"13,3","769,4","773,8",,99,Wind blowing from the north-northeast,2,7,7,,,,,,,,,,,,,"13,1","0,4",1,,,,
21.12.2018 21:00,"13,4","769,3","773,8",,99,"Calm, no wind",0,,,,,,,,,,,,,,,"13,3",5,12,,,,
21.12.2018 20:00,"13,6","769,3","773,6",,98,Wind blowing from the north-northeast,3,8,9,,,,,,,,,,,,,"13,3","0,6",1,,,,
21.12.2018 19:00,"13,6","769,1","773,5",,99,"Calm, no wind",0,,,,,,,,,,,,,,,"13,5","0,3",1,,,,
21.12.2018 18:00,"13,4","769,0","773,3","0,9",100,Wind blowing from the south,3,8,,100%.,Rain (not freezing) not falling as shower(s).,Rain.,Rain.,,"13,6","Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,100-200,,,"14,0","13,4",7,12,,,,
21.12.2018 17:00,"13,4","768,7","773,1","0,5",100,Wind blowing from the north,3,8,8,,,,,,,,,,,,,"13,4","0,6",1,,,,
21.12.2018 16:00,"13,3","768,6","773,0","0,3",99,Wind blowing from the north,3,9,9,,,,,,,,,,,,,"13,1","0,1",1,,,,
21.12.2018 15:00,"13,4","768,1","772,6","-0,4",99,Wind blowing from the north,3,8,8,100%.,Rain (not freezing) not falling as shower(s).,Rain.,Rain.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,100-200,,,"4,8","13,2","0,3",1,,,,
21.12.2018 14:00,"13,2","768,2","772,6","-0,4",99,Wind blowing from the north-northeast,3,8,10,,,,,,,,,,,,,"13,1","0,5",1,,,,
21.12.2018 13:00,"13,1","768,3","772,7",,100,Wind blowing from the north-northeast,4,10,10,,,,,,,,,,,,,"13,1","0,1",1,,,,
21.12.2018 12:00,"13,0","768,5","772,9","0,5",99,Wind blowing from the north-northeast,3,9,10,100%.,"Drizzle, not freezing, intermittent, slight at time of observation.",Rain.,Rain.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,100-200,,,"4,2","12,9",5,6,,,,
21.12.2018 11:00,"13,1","768,6","773,0","1,0",99,Wind blowing from the north-northeast,3,10,11,,,,,,,,,,,,,"13,0","0,6",1,,,,
21.12.2018 10:00,"12,8","768,5","772,9","1,2",99,Wind blowing from the north,3,8,9,,,,,,,,,,,,,"12,6",2,1,,,,
21.12.2018 09:00,"12,7","768,0","772,3","1,1",99,Wind blowing from the north-northeast,3,7,8,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Rain.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,100-200,,,"3,8","12,6",1,1,,,,
21.12.2018 08:00,"12,8","767,6","772,0","0,8",99,Wind blowing from the north-northeast,3,10,10,,,,,,,,,,,,,"12,6","0,7",1,,,,
21.12.2018 07:00,"12,7","767,3","771,7","0,4",99,Wind blowing from the north,3,9,59,,,,,,,,,,,,,"12,5","0,6",1,,,,
21.12.2018 06:00,"12,7","766,9","771,3","0,0",100,Wind blowing from the north-northwest,30,,,,,,,"12,5",,,,,,,,"12,7",7,12,Surface of ground moist.,"12,0",,
21.12.2018 05:00,"12,8","766,8","771,1","-0,1",98,Wind blowing from the north-northwest,41,,,,,,,,,,,,,,,"12,5",2,1,,,,
21.12.2018 04:00,"12,7","766,9","771,3","0,0",99,Wind blowing from the north-northwest,29,57,57,,,,,,,,,,,,,"12,5",2,1,,,,
21.12.2018 03:00,"12,7","766,9","771,4","-0,3",99,Wind blowing from the north-west,29,56,57,,,,,,,,,,,,,"12,5","0,7",1,,,,
21.12.2018 02:00,"13,1","766,9","771,3","-0,2",96,Wind blowing from the north-northeast,3,9,37,,,,,,,,,,,,,"12,4","0,3",1,,,,
21.12.2018 01:00,"13,4","766,9","771,3","0,0",90,Wind blowing from the north-northeast,3,8,10,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
21.12.2018 00:00,"13,6","767,2","771,6","0,3",91,Wind blowing from the north,2,7,8,,,,,,,,,,,,,"12,2",No precipitation,1,,,,
20.12.2018 23:00,"13,6","767,1","771,4","0,4",94,Wind blowing from the north,3,8,59,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
20.12.2018 22:00,"13,5","766,9","771,3","0,2",93,Wind blowing from the north,10,55,55,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
20.12.2018 21:00,"13,5","766,9","771,3","0,6",91,Wind blowing from the north,2,,60,,,,,,,,,,,,,"12,1","0,3",12,,,,
20.12.2018 20:00,"13,4","766,7","771,1","0,4",93,Wind blowing from the north,2,6,44,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
20.12.2018 19:00,"13,3","766,7","771,1","0,7",94,Wind blowing from the north,1,,57,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
20.12.2018 18:00,"13,5","766,3","770,8","0,3",93,,,,,,Clouds generally dissolving or becoming less developed.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"15,3","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","12,0","12,4","0,3",12,,,,
20.12.2018 17:00,"13,8","766,3","770,6","0,4",93,,,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
20.12.2018 16:00,"14,4","766,0","770,4","0,2",90,,,,,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
20.12.2018 15:00,"14,9","766,0","770,2","-0,3",89,,,,,,State of sky on the whole unchanged.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,Altocumulus translucidus at a single level.,,"16,0","13,1",No precipitation,1,,,,
20.12.2018 14:00,"15,2","765,9","770,2","-0,6",92,Wind blowing from the north,2,6,37,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
20.12.2018 13:00,"14,7","765,8","770,2","-0,2",88,Wind blowing from the north,2,,6,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
20.12.2018 12:00,"14,7","766,3","770,7","0,8",93,Wind blowing from the north,2,,56,70 – 80%.,Clouds generally dissolving or becoming less developed.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","18,0","13,6","0,3",6,,,,
20.12.2018 11:00,"14,2","766,5","770,9","1,4",96,Wind blowing from the north,2,45,56,,,,,,,,,,,,,"13,5","0,1",1,,,,
20.12.2018 10:00,"13,4","766,0","770,4","1,3",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,9","0,2",1,,,,
20.12.2018 09:00,"12,8","765,5","769,9","0,9",99,Wind blowing from the north,2,,,"90 or more, but not 100%",Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"15,0","12,6",Trace of precipitation,1,,,,
20.12.2018 08:00,"12,4","765,1","769,4","0,7",97,Wind blowing from the north,1,59,60,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
20.12.2018 07:00,"13,0","764,7","769,0","0,5",97,Wind blowing from the north,2,,30,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
20.12.2018 06:00,"12,8","764,6","769,0","0,5",93,Wind blowing from the north,2,,,,,,,"11,4",,,,,,,,"11,7",3,12,Surface of ground moist.,"10,0",,
20.12.2018 05:00,"12,7","764,4","768,7","0,5",98,Wind blowing from the north,2,,5,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
20.12.2018 04:00,"12,7","764,2","768,6","0,2",97,Wind blowing from the north,2,5,6,,,,,,,,,,,,,"12,2",No precipitation,1,,,,
20.12.2018 03:00,"12,6","764,1","768,4","-0,1",99,Wind blowing from the north,3,,6,,,,,,,,,,,,,"12,4","0,1",1,,,,
20.12.2018 02:00,"12,5","763,9","768,2","-0,3",99,Wind blowing from the north,2,,5,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
20.12.2018 01:00,"11,9","764,0","768,4","0,0",98,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
20.12.2018 00:00,"11,7","764,2","768,7","0,4",98,Wind blowing from the north,1,,59,,,,,,,,,,,,,"11,4",3,6,,,,
19.12.2018 23:00,"12,4","764,2","768,5","0,5",92,Wind blowing from the north,30,57,57,,,,,,,,,,,,,"11,2","0,3",1,,,,
19.12.2018 22:00,"12,5","764,0","768,4","0,2",98,Wind blowing from the north,3,,5,,,,,,,,,,,,,"12,2",No precipitation,1,,,,
19.12.2018 21:00,"12,2","763,8","768,1","0,4",97,Wind blowing from the north,2,6,6,,,,,,,,,,,,,"11,7",2,12,,,,
19.12.2018 20:00,"12,4","763,7","768,1","0,3",88,Wind blowing from the north,2,,6,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
19.12.2018 19:00,"13,1","763,8","768,1","0,5",84,Wind blowing from the north,3,7,7,,,,,,,,,,,,,"10,4",No precipitation,1,,,,
19.12.2018 18:00,"12,8","763,4","767,8","0,2",90,,,,,,Clouds generally dissolving or becoming less developed.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"14,3","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","16,0","11,1",4,12,,,,
19.12.2018 17:00,"12,8","763,4","767,8","0,2",85,Wind blowing from the north,2,,5,,,,,,,,,,,,,"10,4",No precipitation,1,,,,
